plate_number,x,y,z,Timestamp
PN3077,0.5193509647513692,1.3482525289985403,0.09306846880608095,1711535207677943898
EPN3077,0.4899669992976021,1.3205175669112779,0.08248249662003439,1711535208056879828
EPN3077,0.4642565902381246,1.3156547473394944,0.0814526634585396,1711535208427633660
EPN3077,0.46422178060560937,1.3363953218658273,0.0842292394112587,1711535208729582155
EPN3077,0.4587565377872759,1.315171155674097,0.08056360919122617,1711535209045640968
EPN3077,0.45722427347775546,1.3153774666060012,0.08334630873855205,1711535209362443712
EPN3077,0.46496047834527965,1.3289408527752977,0.07862017614658072,1711535209728006171
EPN3077,0.466194277187178,1.3356812428995788,0.07856191684750703,1711535210037051675
EPN3077,0.45476048762900634,1.3345124483654534,0.0748610383213979,1711535210338376554
EPN3077,0.45165158953580165,1.3405005041538338,0.07007679342008982,1711535210648366777
EPN3077,0.4461176927686088,1.3398007842877528,0.06725891845092583,1711535210936553662
EPN3077,0.43814493586147196,1.3605221145108983,0.06980762476631444,1711535211240572381
EPN3077,0.4176005913590459,1.3592654525253274,0.07267524636991471,1711535211533685421
EPN3077,0.4130533238887889,1.3739195322242255,0.07349393087740189,1711535211828617168
EPN3077,0.4114622519880128,1.3734813575553544,0.06961694766739042,1711535212151988048
EPN3077,0.39396546245039676,1.357032016255211,0.06689544474139723,1711535212429950005
EPN3077,0.37521042806686705,1.3628854786613898,0.060029585852360984,1711535212744195109
EPN3077,0.35297763190239617,1.3630427028432026,0.05716498200316385,1711535213072980599
EPN3077,0.3208664646952944,1.3472475291691905,0.052699677138531735,1711535213439138543
EPN3077,0.29566884372018665,1.3547250204487036,0.049637955153787314,1711535213745176912
EPN3077,0.27482978764551924,1.3846222562516552,0.046822090087609625,1711535214172545822
EPN3077,0.24228011104076153,1.3614584863580312,0.04553005658608356,1711535214532646687
EPN3077,0.22048772683780865,1.3691728929694869,0.0394973070595036,1711535214832578913
EPN3077,0.2025453860823842,1.3540003325105041,0.031410127877329566,1711535215171271817
EPN3077,0.17302387700539773,1.298067270021141,0.02551129387495829,1711535215552484277
EPN3077,0.1495323875445386,1.326053980444106,0.027913919104032243,1711535215928858658
EPN3077,0.12493866675399304,1.3199865962598425,0.03194766178448484,1711535216240773004
EP3077,0.09124358494233062,1.3647782782880953,0.03878189173710537,1711535216573942962
EPN3077,0.06306772504201871,1.3676310012001764,0.03690910849058899,1711535216980001674
EPN3077,0.05138457726019294,1.3761703845098865,0.040520357767401045,1711535217383469204
EPN3077,0.03105067219717575,1.3618298765738797,0.0314599717786432,1711535217782226627
EPN3077,-0.004510068224841929,1.3330055487917252,0.025164553422870183,1711535218174805614
EPN3077,-0.03577661119075316,1.3373435036558565,0.025716511264943877,1711535218627811528
EPN3077,-0.06243351397852982,1.3589421214993036,0.03138360501448251,1711535218973797488
EPN3077,-0.08732047463734885,1.3645328388006763,0.035833754424949814,1711535219396779632
EPN3077,-0.10690515180710336,1.3431338160481272,0.02629012362729463,1711535219777682026
NA9823,0.5271081085045394,1.3830617870712003,0.08735894776440538,1711535220200119255
EPN3077,-0.12611973318325548,1.351254938132653,0.015536551618861416,1711535220204813163
ENA9823,0.5025889009318377,1.3554386428232195,0.07386457253576588,1711535220597839610
EPN3077,-0.1590386799111007,1.3561880780718365,0.0018032981405755877,1711535220603574074
ENA9823,0.5011784913464361,1.389160826128504,0.07239779722301944,1711535220985071488
EPN3077,-0.18477553399664232,1.3424672685323684,-0.0010224560770933921,1711535220989545493
ENA9823,0.4675541760915301,1.3479822455716686,0.07083126342139044,1711535221381481434
EPN3077,-0.2095512128982185,1.3559257111785228,-6.962511257829762e-05,1711535221385926375
ENA9823,0.44610482846117094,1.3445944791318951,0.06607948954766867,1711535221769785430
EPN3077,-0.23290293670817458,1.3426088144050736,-0.0047483424470850105,1711535221771564865
ENA9823,0.4331977894907638,1.357689444476372,0.0649132241241287,1711535222186008855
EPN3077,-0.24799186117376665,1.3148564511126695,-0.007385120064675302,1711535222187389318
ENA9823,0.40467454316066565,1.3487497315861456,0.06787708750724368,1711535222571463015
EPN3077,-0.27787572923144704,1.3362443055513389,-0.0023402502755696664,1711535222575768264
ENA9823,0.37668442396391855,1.3473644496647457,0.06596975653261432,1711535222995119450
EPN3077,-0.3058832740795069,1.3359944357585538,-0.0023097552130999788,1711535222998862857
ENA9823,0.3499227588872567,1.3609041988574593,0.06858789982448096,1711535223392532605
EPN3077,-0.33621414427980195,1.3378800050046658,-0.0013405054897197843,1711535223397266515
ENA9823,0.33293398476012226,1.3829274172277746,0.06630948576254016,1711535223780885352
EPN3077,-0.36109094657279484,1.3464307137229752,-0.005542489725894856,1711535223785461443
ENA9823,0.30228507287118267,1.3359894740543046,0.05556996027892674,1711535224193115151
EPN3077,-0.38142614072853415,1.3206564556815692,-0.013643777565537571,1711535224197234144
ENA9823,0.2827873431036233,1.3513807946822436,0.04762197419325923,1711535224572835576
EPN3077,-0.4002848295305945,1.3031801243898857,-0.023777250797153468,1711535224577948404
ENA9823,0.25281632707728496,1.3027047008559614,0.051832624418391884,1711535224975597087
EPN3077,-0.41162741206027853,1.2928675389031312,-0.016363417410572442,1711535224978324523
ENA9823,0.23505272387232048,1.3444829767948658,0.06013448788569663,1711535225380134023
EPN3077,-0.4268008587006059,1.297506835973184,-0.009205178294447003,1711535225383693101
ENA9823,0.20196601897020208,1.340061955693809,0.05846618508651351,1711535225767651844
EPN307,-0.42829090953503646,1.2628962445233678,-0.008925105174477588,1711535225769178354
ENA9823,0.1633455726735347,1.3195136338758802,0.047763022368988335,1711535226189611396
ENA9823,0.12419708122811285,1.3264504715398953,0.03164016386675686,1711535226594288231
ENA9823,0.08964171134411483,1.3002720625449362,0.022750654368775707,1711535227000236255
ENA9823,0.08129181209438366,1.308429750146568,0.029789594702377263,1711535227368173469
ENA9823,0.0751178333570309,1.329847430771447,0.04010050223957358,1711535227695371396
ENA9823,0.059830194981522394,1.3234167289913226,0.045011444733296345,1711535228096176955
ENA9823,0.03343015789036474,1.3178499372255685,0.04155255772089113,1711535228479086963
ENA9823,-0.0001585867022269316,1.3323244756839074,0.034521027148424886,1711535228864604142
