EPC,Frequency,Phase,RSSI,Timestamp
b'2023081808726A041A90131E',902998,112,-90,1711535316.635
b'2023081808726A041A9012E5',902999,23,-86,1711535316.671
b'2023081808726A041A90131D',902999,134,-86,1711535316.677
b'2023081808726A041A90131E',902999,110,-89,1711535316.685
b'2023081808726A041A9012E5',902998,22,-87,1711535316.722
b'2023081808726A041A90131D',902998,133,-86,1711535316.727
b'2023081808726A041A90131E',902998,104,-89,1711535316.733
b'2023081808726A041A9012E5',902999,23,-87,1711535316.765
b'2023081808726A041A90131D',902999,132,-86,1711535316.769
b'2023081808726A041A90131E',902999,103,-89,1711535316.777
b'2023081808726A041A9012E5',902998,12,-86,1711535316.813
b'2023081808726A041A90131E',902998,104,-89,1711535316.817
b'2023081808726A041A90131D',902998,133,-85,1711535316.821
b'2023081808726A041A90131E',902999,102,-88,1711535316.822
b'2023081808726A041A9012E5',902999,23,-87,1711535316.827
b'2023081808726A041A90131D',902999,129,-86,1711535316.832
b'2023081808726A041A90131E',902998,103,-89,1711535316.862
b'2023081808726A041A90131D',902998,131,-86,1711535316.867
b'2023081808726A041A9012E5',902998,24,-87,1711535316.871
b'2023081808726A041A9012E5',902999,28,-86,1711535316.905
b'2023081808726A041A90131D',902999,132,-85,1711535316.91
b'2023081808726A041A90131E',902999,101,-90,1711535316.914
b'2023081808726A041A90131E',902998,103,-89,1711535316.949
b'2023081808726A041A90131D',902998,134,-85,1711535316.953
b'2023081808726A041A9012E5',902998,26,-86,1711535316.957
b'2023081808726A041A90131E',902999,102,-89,1711535316.993
b'2023081808726A041A90131D',902999,138,-86,1711535316.997
b'2023081808726A041A9012E5',902999,28,-86,1711535317.005
b'2023081808726A041A9012E5',902998,28,-86,1711535317.04
b'2023081808726A041A90131E',902998,103,-87,1711535317.044
b'2023081808726A041A90131D',902998,138,-85,1711535317.049
b'2023081808726A041A90131D',902999,140,-86,1711535317.06
b'2023081808726A041A9012E5',902999,32,-87,1711535317.064
b'2023081808726A041A90131E',902999,108,-88,1711535317.071
b'2023081808726A041A9012E5',902998,30,-87,1711535317.109
b'2023081808726A041A90131D',902998,138,-86,1711535317.113
b'2023081808726A041A90131E',902998,99,-88,1711535317.121
b'2023081808726A041A9012E5',902999,34,-86,1711535317.156
b'2023081808726A041A90131E',902999,103,-88,1711535317.16
b'2023081808726A041A90131D',902999,139,-86,1711535317.165
b'2023081808726A041A90131E',902998,98,-89,1711535317.2
b'2023081808726A041A9012E5',902998,33,-87,1711535317.205
b'2023081808726A041A90131D',902998,137,-87,1711535317.212
b'2023081808726A041A90131D',902999,135,-87,1711535317.249
b'2023081808726A041A9012E5',902999,26,-86,1711535317.253
b'2023081808726A041A90131E',902999,98,-89,1711535317.261
b'2023081808726A041A90131D',902998,129,-87,1711535317.302
b'2023081808726A041A90131E',902998,88,-89,1711535317.306
b'2023081808726A041A9012E5',902998,36,-86,1711535317.31
b'2023081808726A041A90131E',902999,92,-89,1711535317.354
b'2023081808726A041A90131D',902999,129,-86,1711535317.361
b'2023081808726A041A9012E5',902999,29,-86,1711535317.365
b'2023081808726A041A90131D',902998,129,-87,1711535317.401
b'2023081808726A041A9012E5',902998,30,-87,1711535317.405
b'2023081808726A041A90131E',902998,95,-90,1711535317.409
b'2023081808726A041A90131E',902999,78,-90,1711535317.444
b'2023081808726A041A90131D',902999,124,-87,1711535317.448
b'2023081808726A041A9012E5',902999,41,-86,1711535317.452
b'2023081808726A041A9012E5',902998,43,-87,1711535317.487
b'2023081808726A041A90131D',902998,123,-87,1711535317.498
b'2023081808726A041A90131E',902998,79,-90,1711535317.502
b'2023081808726A041A90131E',902999,86,-89,1711535317.538
b'2023081808726A041A90131D',902999,125,-87,1711535317.546
b'2023081808726A041A9012E5',902999,46,-87,1711535317.55
b'2023081808726A041A9012E5',902998,47,-86,1711535317.585
b'2023081808726A041A90131E',902998,76,-88,1711535317.589
b'2023081808726A041A90131D',902998,123,-86,1711535317.594
b'2023081808726A041A90131E',902999,76,-89,1711535317.613
b'2023081808726A041A90131D',902999,123,-86,1711535317.62
b'2023081808726A041A9012E5',902999,49,-86,1711535317.63
b'2023081808726A041A9012E5',902998,51,-87,1711535317.664
b'2023081808726A041A90131E',902998,74,-89,1711535317.668
b'2023081808726A041A90131D',902998,127,-86,1711535317.673
b'2023081808726A041A9012E5',902999,50,-87,1711535317.708
b'2023081808726A041A90131E',902999,79,-90,1711535317.712
b'2023081808726A041A90131D',902999,126,-85,1711535317.716
b'2023081808726A041A90131D',902998,126,-86,1711535317.751
b'2023081808726A041A90131E',902998,71,-89,1711535317.756
b'2023081808726A041A9012E5',902998,43,-86,1711535317.764
b'2023081808726A041A90131D',902999,124,-86,1711535317.8
b'2023081808726A041A9012E5',902999,52,-86,1711535317.805
b'2023081808726A041A90131E',902999,66,-89,1711535317.813
b'2023081808726A041A90131D',902998,125,-85,1711535317.848
b'2023081808726A041A9012E5',902998,56,-87,1711535317.852
b'2023081808726A041A90131D',902999,125,-86,1711535317.854
b'2023081808726A041A90131E',902999,63,-89,1711535317.858
b'2023081808726A041A9012E5',902999,43,-86,1711535317.862
b'2023081808726A041A90131D',902998,125,-86,1711535317.897
b'2023081808726A041A90131E',902998,63,-89,1711535317.901
b'2023081808726A041A9012E5',902998,48,-87,1711535317.906
b'2023081808726A041A90131D',902999,125,-86,1711535317.94
b'2023081808726A041A9012E5',902999,56,-87,1711535317.944
b'2023081808726A041A90131E',902999,71,-89,1711535317.948
b'2023081808726A041A9012E5',902998,48,-87,1711535317.983
b'2023081808726A041A90131D',902998,127,-85,1711535317.987
b'2023081808726A041A90131E',902998,55,-89,1711535317.997
b'2023081808726A041A90131D',902999,125,-86,1711535318.031
b'2023081808726A041A9012E5',902999,57,-87,1711535318.041
b'2023081808726A041A90131E',902999,59,-89,1711535318.046
b'2023081808726A041A90131D',902998,124,-86,1711535318.081
b'2023081808726A041A9012E5',902998,55,-87,1711535318.086
b'2023081808726A041A90131E',902998,50,-87,1711535318.094
b'2023081808726A041A90131D',902999,126,-85,1711535318.115
b'2023081808726A041A90131E',902999,47,-89,1711535318.122
b'2023081808726A041A9012E5',902999,48,-87,1711535318.126
b'2023081808726A041A9012E5',902998,45,-86,1711535318.161
b'2023081808726A041A90131D',902998,124,-86,1711535318.165
b'2023081808726A041A90131E',902998,45,-88,1711535318.173
b'2023081808726A041A90131D',902999,124,-86,1711535318.209
b'2023081808726A041A90131E',902999,52,-89,1711535318.214
b'2023081808726A041A9012E5',902999,57,-86,1711535318.222
b'2023081808726A041A90131D',902998,123,-86,1711535318.259
b'2023081808726A041A90131E',902998,48,-88,1711535318.265
b'2023081808726A041A9012E5',902998,46,-86,1711535318.271
b'2023081808726A041A90131E',902999,47,-89,1711535318.308
b'2023081808726A041A90131D',902999,122,-85,1711535318.314
b'2023081808726A041A9012E5',902999,56,-87,1711535318.318
b'2023081808726A041A90131D',902998,118,-86,1711535318.354
b'2023081808726A041A9012E5',902999,58,-86,1711535318.36
b'2023081808726A041A90131E',902999,42,-88,1711535318.365
b'2023081808726A041A90131D',902999,118,-86,1711535318.369
b'2023081808726A041A90131D',902998,115,-86,1711535318.404
b'2023081808726A041A9012E5',902998,60,-87,1711535318.41
b'2023081808726A041A90131E',902998,42,-88,1711535318.417
b'2023081808726A041A90131D',902999,115,-86,1711535318.453
b'2023081808726A041A9012E5',902999,54,-87,1711535318.457
b'2023081808726A041A90131E',902999,37,-88,1711535318.465
b'2023081808726A041A9012E5',902998,50,-87,1711535318.5
b'2023081808726A041A90131D',902998,115,-86,1711535318.504
b'2023081808726A041A90131E',902998,35,-89,1711535318.513
b'2023081808726A041A90131E',902999,32,-88,1711535318.548
b'2023081808726A041A90131D',902999,112,-86,1711535318.556
b'2023081808726A041A9012E5',902999,57,-85,1711535318.561
b'2023081808726A041A9012E5',902998,48,-85,1711535318.597
b'2023081808726A041A90131D',902998,109,-86,1711535318.601
b'2023081808726A041A9012E5',902999,49,-86,1711535318.617
b'2023081808726A041A90131D',902999,111,-86,1711535318.622
b'2023081808726A041A90131E',902999,25,-89,1711535318.63
b'2023081808726A041A9012E5',902998,57,-87,1711535318.665
b'2023081808726A041A90131D',902998,106,-85,1711535318.671
b'2023081808726A041A90131E',902998,21,-89,1711535318.679
b'2023081808726A041A90131D',902999,105,-86,1711535318.715
b'2023081808726A041A90131E',902999,15,-89,1711535318.73
b'2023081808726A041A9012E5',902999,58,-87,1711535318.734
b'2023081808726A041A9012E5',902998,58,-86,1711535318.764
b'2023081808726A041A90131E',902998,16,-89,1711535318.769
b'2023081808726A041A90131D',902998,98,-85,1711535318.773
b'2023081808726A041A90131D',902999,98,-85,1711535318.809
b'2023081808726A041A9012E5',902999,58,-85,1711535318.813
b'2023081808726A041A90131E',902999,6,-88,1711535318.821
b'2023081808726A041A9012E5',902998,57,-85,1711535318.857
b'2023081808726A041A90131D',902998,95,-85,1711535318.862
b'2023081808726A041A9012E5',902999,58,-86,1711535318.871
b'2023081808726A041A90131E',902999,5,-89,1711535318.875
b'2023081808726A041A90131D',902999,93,-85,1711535318.879
b'2023081808726A041A90131D',902998,93,-85,1711535318.914
b'2023081808726A041A9012E5',902998,61,-85,1711535318.918
b'2023081808726A041A90131E',902998,162,-89,1711535318.926
b'2023081808726A041A9012E5',902999,56,-85,1711535318.963
b'2023081808726A041A90131D',902999,90,-85,1711535318.971
b'2023081808726A041A90131E',902999,158,-87,1711535318.975
b'2023081808726A041A90131E',902998,152,-88,1711535319.009
b'2023081808726A041A9012E5',902998,62,-85,1711535319.013
b'2023081808726A041A90131D',902998,90,-85,1711535319.018
b'2023081808726A041A90131D',902999,87,-86,1711535319.054
b'2023081808726A041A9012E5',902999,56,-85,1711535319.058
b'2023081808726A041A90131E',902999,153,-88,1711535319.065
b'2023081808726A041A90131D',902998,88,-85,1711535319.101
b'2023081808726A041A90131E',902998,150,-89,1711535319.105
b'2023081808726A041A9012E5',902998,67,-85,1711535319.109
b'2023081808726A041A90131D',902999,87,-86,1711535319.126
b'2023081808726A041A90131E',902999,146,-89,1711535319.13
b'2023081808726A041A9012E5',902999,69,-87,1711535319.134
b'2023081808726A041A9012E5',902998,72,-86,1711535319.169
b'2023081808726A041A90131D',902998,89,-86,1711535319.173
b'2023081808726A041A90131E',902998,142,-89,1711535319.18
b'2023081808726A041A9012E5',902999,76,-86,1711535319.216
b'2023081808726A041A90131D',902999,88,-85,1711535319.22
b'2023081808726A041A90131E',902999,141,-89,1711535319.228
b'2023081808726A041A9012E5',902998,80,-86,1711535319.264
b'2023081808726A041A90131E',902998,136,-90,1711535319.269
b'2023081808726A041A90131D',902998,86,-86,1711535319.273
b'2023081808726A041A9012E5',902999,83,-85,1711535319.31
b'2023081808726A041A90131D',902999,89,-86,1711535319.316
b'2023081808726A041A90131E',902999,136,-89,1711535319.321
b'2023081808726A041A90131E',902998,137,-89,1711535319.356
b'2023081808726A041A9012E5',902998,92,-86,1711535319.361
b'2023081808726A041A90131D',902998,85,-86,1711535319.365
b'2023081808726A041A90131E',902999,136,-87,1711535319.386
b'2023081808726A041A90131D',902999,89,-86,1711535319.396
b'2023081808726A041A9012E5',902999,85,-86,1711535319.4
b'2023081808726A041A90131D',902998,87,-87,1711535319.436
b'2023081808726A041A9012E5',902998,98,-86,1711535319.44
b'2023081808726A041A90131E',902998,132,-88,1711535319.446
b'2023081808726A041A90131D',902999,87,-87,1711535319.483
b'2023081808726A041A9012E5',902999,93,-86,1711535319.487
b'2023081808726A041A90131E',902999,129,-88,1711535319.491
b'2023081808726A041A9012E5',902998,105,-87,1711535319.526
b'2023081808726A041A90131E',902998,138,-88,1711535319.531
b'2023081808726A041A90131D',902998,88,-86,1711535319.535
b'2023081808726A041A90131D',902999,84,-86,1711535319.57
b'2023081808726A041A9012E5',902999,104,-85,1711535319.575
b'2023081808726A041A90131E',902999,129,-88,1711535319.584
b'2023081808726A041A90131E',902998,125,-89,1711535319.618
b'2023081808726A041A9012E5',902998,106,-86,1711535319.623
b'2023081808726A041A90131D',902998,82,-86,1711535319.627
b'2023081808726A041A90131D',902999,84,-85,1711535319.636
b'2023081808726A041A90131E',902999,122,-89,1711535319.64
b'2023081808726A041A9012E5',902999,111,-85,1711535319.644
b'2023081808726A041A90131E',902998,121,-90,1711535319.68
b'2023081808726A041A9012E5',902998,112,-85,1711535319.688
b'2023081808726A041A90131D',902998,85,-86,1711535319.692
b'2023081808726A041A90131E',902999,115,-90,1711535319.728
b'2023081808726A041A9012E5',902999,105,-86,1711535319.741
b'2023081808726A041A90131D',902999,83,-85,1711535319.745
b'2023081808726A041A90131D',902998,84,-86,1711535319.775
b'2023081808726A041A90131E',902998,100,-90,1711535319.78
b'2023081808726A041A9012E5',902998,109,-86,1711535319.784
b'2023081808726A041A9012E5',902999,121,-86,1711535319.818
b'2023081808726A041A90131D',902999,83,-85,1711535319.823
b'2023081808726A041A90131E',902999,95,-90,1711535319.83
b'2023081808726A041A90131E',902998,87,-90,1711535319.866
b'2023081808726A041A90131D',902998,83,-87,1711535319.879
b'2023081808726A041A9012E5',902998,116,-87,1711535319.884
b'2023081808726A041A90131D',902999,82,-88,1711535319.894
b'2023081808726A041A90131E',902999,79,-90,1711535319.898
b'2023081808726A041A9012E5',902999,117,-87,1711535319.902
b'2023081808726A041A9012E5',902998,117,-87,1711535319.937
b'2023081808726A041A90131E',902998,73,-92,1711535319.941
b'2023081808726A041A90131D',902998,77,-87,1711535319.946
b'2023081808726A041A90131D',902999,76,-86,1711535319.98
b'2023081808726A041A9012E5',902999,130,-86,1711535319.984
b'2023081808726A041A90131E',902999,70,-91,1711535319.993
b'2023081808726A041A90131D',902998,75,-87,1711535320.029
b'2023081808726A041A9012E5',902998,123,-86,1711535320.034
b'2023081808726A041A90131E',902998,61,-90,1711535320.042
b'2023081808726A041A90131D',902999,71,-87,1711535320.077
b'2023081808726A041A9012E5',902999,125,-86,1711535320.081
b'2023081808726A041A90131E',902999,57,-91,1711535320.086
b'2023081808726A041A90131E',902998,58,-90,1711535320.12
b'2023081808726A041A90131D',902998,69,-87,1711535320.125
b'2023081808726A041A9012E5',902998,140,-87,1711535320.129
b'2023081808726A041A90131E',902999,56,-89,1711535320.146
b'2023081808726A041A9012E5',902999,131,-87,1711535320.151
b'2023081808726A041A90131D',902999,69,-86,1711535320.155
b'2023081808726A041A90131D',902998,67,-88,1711535320.191
b'2023081808726A041A9012E5',902998,132,-87,1711535320.195
b'2023081808726A041A90131E',902998,54,-89,1711535320.203
b'2023081808726A041A9012E5',902999,136,-87,1711535320.239
b'2023081808726A041A90131D',902999,65,-87,1711535320.243
b'2023081808726A041A90131E',902999,47,-90,1711535320.25
b'2023081808726A041A9012E5',902998,138,-87,1711535320.291
b'2023081808726A041A90131D',902998,65,-86,1711535320.295
b'2023081808726A041A90131E',902998,47,-90,1711535320.303
b'2023081808726A041A90131E',902999,44,-89,1711535320.333
b'2023081808726A041A90131D',902999,68,-86,1711535320.338
b'2023081808726A041A9012E5',902999,142,-87,1711535320.345
b'2023081808726A041A90131D',902998,66,-87,1711535320.382
b'2023081808726A041A90131E',902998,41,-89,1711535320.391
b'2023081808726A041A9012E5',902998,144,-86,1711535320.395
b'2023081808726A041A9012E5',902999,143,-87,1711535320.41
b'2023081808726A041A90131D',902999,66,-87,1711535320.414
b'2023081808726A041A90131E',902999,33,-91,1711535320.421
b'2023081808726A041A9012E5',902998,148,-88,1711535320.457
b'2023081808726A041A90131D',902998,65,-87,1711535320.466
b'2023081808726A041A90131E',902998,32,-89,1711535320.47
b'2023081808726A041A90131E',902999,28,-90,1711535320.507
b'2023081808726A041A90131D',902999,64,-87,1711535320.523
b'2023081808726A041A9012E5',902999,149,-87,1711535320.528
b'2023081808726A041A90131E',902998,27,-89,1711535320.556
b'2023081808726A041A9012E5',902998,151,-86,1711535320.563
b'2023081808726A041A90131D',902998,61,-88,1711535320.568
b'2023081808726A041A9012E5',902999,151,-87,1711535320.603
b'2023081808726A041A90131D',902999,62,-87,1711535320.607
b'2023081808726A041A90131E',902999,18,-90,1711535320.616
b'2023081808726A041A90131D',902998,58,-87,1711535320.651
b'2023081808726A041A9012E5',902998,150,-87,1711535320.655
b'2023081808726A041A90131D',902999,55,-87,1711535320.667
b'2023081808726A041A90131E',902999,15,-90,1711535320.671
b'2023081808726A041A9012E5',902999,151,-87,1711535320.678
b'2023081808726A041A9012E5',902998,154,-87,1711535320.715
b'2023081808726A041A90131D',902998,56,-87,1711535320.719
b'2023081808726A041A90131E',902998,10,-89,1711535320.723
b'2023081808726A041A90131D',902999,61,-87,1711535320.758
b'2023081808726A041A9012E5',902999,152,-87,1711535320.762
b'2023081808726A041A90131E',902999,7,-90,1711535320.766
b'2023081808726A041A90131D',902998,51,-86,1711535320.802
b'2023081808726A041A90131E',902998,2,-90,1711535320.806
b'2023081808726A041A9012E5',902998,152,-87,1711535320.81
b'2023081808726A041A90131E',902999,159,-90,1711535320.852
b'2023081808726A041A9012E5',902999,155,-87,1711535320.86
b'2023081808726A041A90131D',902999,48,-88,1711535320.868
b'2023081808726A041A9012E5',902998,153,-87,1711535320.9
b'2023081808726A041A90131D',902998,45,-87,1711535320.904
b'2023081808726A041A90131E',902998,155,-89,1711535320.912
b'2023081808726A041A9012E5',902999,151,-87,1711535320.925
b'2023081808726A041A90131D',902999,44,-87,1711535320.93
b'2023081808726A041A90131E',902999,155,-89,1711535320.937
b'2023081808726A041A90131E',902998,150,-91,1711535320.973
b'2023081808726A041A90131D',902998,41,-88,1711535320.977
b'2023081808726A041A9012E5',902998,149,-87,1711535320.982
b'2023081808726A041A90131D',902999,36,-87,1711535321.017
b'2023081808726A041A9012E5',902999,149,-87,1711535321.021
b'2023081808726A041A90131E',902999,142,-89,1711535321.03
b'2023081808726A041A90131D',902998,44,-87,1711535321.065
b'2023081808726A041A90131E',902998,140,-89,1711535321.075
b'2023081808726A041A9012E5',902998,148,-88,1711535321.079
b'2023081808726A041A90131D',902999,36,-88,1711535321.117
b'2023081808726A041A90131E',902999,138,-90,1711535321.124
b'2023081808726A041A9012E5',902999,150,-88,1711535321.129
b'2023081808726A041A90131D',902998,30,-88,1711535321.164
b'2023081808726A041A9012E5',902998,148,-87,1711535321.168
b'2023081808726A041A90131E',902998,130,-90,1711535321.172
b'2023081808726A041A90131D',902999,42,-88,1711535321.191
b'2023081808726A041A90131E',902999,133,-89,1711535321.205
b'2023081808726A041A9012E5',902999,148,-87,1711535321.21
b'2023081808726A041A90131E',902998,128,-89,1711535321.243
b'2023081808726A041A90131D',902998,26,-86,1711535321.25
b'2023081808726A041A9012E5',902998,148,-87,1711535321.255
b'2023081808726A041A90131D',902999,32,-88,1711535321.29
b'2023081808726A041A9012E5',902999,150,-88,1711535321.3
b'2023081808726A041A90131E',902999,125,-89,1711535321.304
b'2023081808726A041A90131D',902998,30,-88,1711535321.338
b'2023081808726A041A9012E5',902998,155,-87,1711535321.342
b'2023081808726A041A90131E',902998,125,-89,1711535321.351
b'2023081808726A041A90131D',902999,31,-88,1711535321.387
b'2023081808726A041A90131E',902999,125,-90,1711535321.391
b'2023081808726A041A9012E5',902999,154,-88,1711535321.395
b'2023081808726A041A90131E',902998,120,-89,1711535321.431
b'2023081808726A041A9012E5',902998,158,-88,1711535321.435
b'2023081808726A041A9012E5',902999,159,-87,1711535321.439
b'2023081808726A041A90131D',902999,32,-88,1711535321.443
b'2023081808726A041A90131E',902999,123,-89,1711535321.45
b'2023081808726A041A9012E5',902998,160,-88,1711535321.486
b'2023081808726A041A90131D',902998,44,-88,1711535321.49
b'2023081808726A041A90131E',902998,122,-89,1711535321.499
b'2023081808726A041A9012E5',902999,5,-88,1711535321.534
b'2023081808726A041A90131D',902999,47,-88,1711535321.538
b'2023081808726A041A90131E',902999,121,-88,1711535321.542
b'2023081808726A041A9012E5',902998,7,-88,1711535321.579
b'2023081808726A041A90131E',902998,119,-88,1711535321.583
b'2023081808726A041A90131D',902998,38,-87,1711535321.59
b'2023081808726A041A9012E5',902999,9,-88,1711535321.627
b'2023081808726A041A90131E',902999,121,-88,1711535321.631
b'2023081808726A041A90131D',902999,42,-88,1711535321.64
b'2023081808726A041A9012E5',902998,12,-88,1711535321.675
b'2023081808726A041A90131E',902998,121,-89,1711535321.683
b'2023081808726A041A90131D',902998,44,-88,1711535321.688
b'2023081808726A041A90131D',902999,46,-88,1711535321.707
b'2023081808726A041A90131E',902999,122,-89,1711535321.715
b'2023081808726A041A9012E5',902999,16,-87,1711535321.719
b'2023081808726A041A90131D',902998,45,-88,1711535321.754
b'2023081808726A041A9012E5',902998,19,-87,1711535321.758
b'2023081808726A041A90131E',902998,118,-88,1711535321.762
b'2023081808726A041A90131D',902999,59,-88,1711535321.796
b'2023081808726A041A90131E',902999,117,-89,1711535321.801
b'2023081808726A041A9012E5',902999,19,-89,1711535321.805
b'2023081808726A041A9012E5',902998,13,-88,1711535321.839
b'2023081808726A041A90131D',902998,51,-88,1711535321.844
b'2023081808726A041A90131E',902998,113,-89,1711535321.852
b'2023081808726A041A9012E5',902999,24,-88,1711535321.888
b'2023081808726A041A90131D',902999,52,-87,1711535321.892
b'2023081808726A041A90131E',902999,112,-88,1711535321.896
b'2023081808726A041A90131D',902998,49,-88,1711535321.933
b'2023081808726A041A90131E',902998,109,-88,1711535321.942
b'2023081808726A041A9012E5',902998,25,-88,1711535321.949
b'2023081808726A041A9012E5',902999,27,-88,1711535321.96
b'2023081808726A041A90131D',902999,50,-88,1711535321.965
b'2023081808726A041A90131E',902999,108,-88,1711535321.972
b'2023081808726A041A9012E5',902998,28,-88,1711535322.008
b'2023081808726A041A90131E',902998,100,-88,1711535322.017
b'2023081808726A041A90131D',902998,49,-88,1711535322.023
b'2023081808726A041A90131E',902999,98,-88,1711535322.057
b'2023081808726A041A9012E5',902999,33,-89,1711535322.061
b'2023081808726A041A90131D',902999,46,-88,1711535322.066
b'2023081808726A041A9012E5',902998,35,-89,1711535322.1
b'2023081808726A041A90131D',902998,46,-87,1711535322.104
b'2023081808726A041A90131E',902998,89,-88,1711535322.108
b'2023081808726A041A90131D',902999,56,-87,1711535322.145
b'2023081808726A041A90131E',902999,89,-88,1711535322.149
b'2023081808726A041A9012E5',902999,31,-89,1711535322.157
b'2023081808726A041A90131D',902998,48,-87,1711535322.194
b'2023081808726A041A90131E',902998,85,-88,1711535322.2
b'2023081808726A041A9012E5',902998,32,-88,1711535322.205
b'2023081808726A041A90131D',902999,55,-87,1711535322.218
b'2023081808726A041A90131E',902999,85,-88,1711535322.223
b'2023081808726A041A9012E5',902999,39,-90,1711535322.23
b'2023081808726A041A90131D',902998,46,-88,1711535322.266
b'2023081808726A041A90131E',902998,83,-87,1711535322.271
b'2023081808726A041A9012E5',902998,41,-89,1711535322.275
b'2023081808726A041A90131D',902999,44,-89,1711535322.309
b'2023081808726A041A90131E',902999,76,-88,1711535322.313
b'2023081808726A041A9012E5',902999,35,-90,1711535322.318
b'2023081808726A041A9012E5',902998,44,-90,1711535322.354
b'2023081808726A041A90131E',902998,76,-88,1711535322.368
b'2023081808726A041A90131D',902998,49,-89,1711535322.372
b'2023081808726A041A9012E5',902999,45,-90,1711535322.402
b'2023081808726A041A90131E',902999,75,-87,1711535322.407
b'2023081808726A041A90131D',902999,42,-88,1711535322.411
b'2023081808726A041A90131E',902998,68,-88,1711535322.446
b'2023081808726A041A90131D',902998,35,-89,1711535322.45
b'2023081808726A041A9012E5',902998,41,-90,1711535322.457
b'2023081808726A041A9012E5',902999,43,-91,1711535322.466
b'2023081808726A041A90131E',902999,69,-88,1711535322.475
b'2023081808726A041A90131D',902999,43,-87,1711535322.48
b'2023081808726A041A90131D',902998,28,-89,1711535322.516
b'2023081808726A041A90131E',902998,51,-88,1711535322.523
b'2023081808726A041A9012E5',902998,40,-90,1711535322.532
b'2023081808726A041A90131D',902999,29,-88,1711535322.567
b'2023081808726A041A90131E',902999,56,-88,1711535322.571
b'2023081808726A041A9012E5',902999,36,-90,1711535322.576
b'2023081808726A041A90131E',902998,52,-88,1711535322.617
b'2023081808726A041A9012E5',902998,39,-90,1711535322.621
b'2023081808726A041A90131D',902998,22,-88,1711535322.625
b'2023081808726A041A9012E5',902999,38,-90,1711535322.664
b'2023081808726A041A90131E',902999,48,-88,1711535322.671
b'2023081808726A041A90131D',902999,18,-89,1711535322.68
b'2023081808726A041A9012E5',902999,35,-90,1711535322.685
b'2023081808726A041A90131D',902999,25,-89,1711535322.69
b'2023081808726A041A90131E',902999,42,-88,1711535322.694
b'2023081808726A041A90131E',902998,42,-88,1711535322.724
b'2023081808726A041A9012E5',902998,37,-90,1711535322.728
b'2023081808726A041A90131D',902998,13,-89,1711535322.733
b'2023081808726A041A90131E',902999,27,-87,1711535322.771
b'2023081808726A041A9012E5',902999,38,-90,1711535322.777
b'2023081808726A041A90131D',902999,19,-89,1711535322.781
b'2023081808726A041A90131E',902998,32,-88,1711535322.817
b'2023081808726A041A90131D',902998,7,-90,1711535322.821
b'2023081808726A041A9012E5',902998,36,-90,1711535322.825
b'2023081808726A041A9012E5',902999,37,-90,1711535322.863
b'2023081808726A041A90131E',902999,29,-88,1711535322.877
b'2023081808726A041A90131D',902999,6,-89,1711535322.881
b'2023081808726A041A9012E5',902998,35,-91,1711535322.912
b'2023081808726A041A90131E',902998,22,-88,1711535322.916
b'2023081808726A041A90131D',902998,1,-89,1711535322.924
b'2023081808726A041A90131D',902999,9,-89,1711535322.947
b'2023081808726A041A9012E5',902999,38,-89,1711535322.951
b'2023081808726A041A90131E',902999,22,-88,1711535322.955
b'2023081808726A041A90131E',902998,18,-86,1711535322.99
b'2023081808726A041A90131D',902998,9,-89,1711535322.995
b'2023081808726A041A9012E5',902998,43,-91,1711535323.004
b'2023081808726A041A90131E',902999,16,-87,1711535323.048
b'2023081808726A041A9012E5',902999,43,-91,1711535323.054
b'2023081808726A041A90131D',902999,0,-89,1711535323.058
b'2023081808726A041A90131E',902998,16,-87,1711535323.089
b'2023081808726A041A90131D',902998,7,-90,1711535323.098
b'2023081808726A041A90131E',902999,14,-87,1711535323.133
b'2023081808726A041A90131D',902999,7,-89,1711535323.138
b'2023081808726A041A90131D',902998,5,-88,1711535323.173
b'2023081808726A041A90131E',902998,10,-88,1711535323.178
b'2023081808726A041A90131E',902999,9,-87,1711535323.192
b'2023081808726A041A90131D',902999,7,-89,1711535323.197
b'2023081808726A041A90131E',902998,7,-87,1711535323.233
b'2023081808726A041A90131D',902998,7,-89,1711535323.237
b'2023081808726A041A90131E',902999,10,-87,1711535323.274
b'2023081808726A041A90131D',902999,0,-88,1711535323.282
b'2023081808726A041A90131D',902998,7,-90,1711535323.317
b'2023081808726A041A90131E',902998,10,-87,1711535323.322
b'2023081808726A041A90131E',902999,10,-86,1711535323.357
b'2023081808726A041A90131D',902999,6,-89,1711535323.362
b'2023081808726A041A90131D',902998,175,-90,1711535323.397
b'2023081808726A041A90131E',902998,8,-86,1711535323.402
b'2023081808726A041A90131D',902998,4,-90,1711535323.468
b'2023081808726A041A90131D',902998,4,-89,1711535323.472
b'2023081808726A041A90131E',902998,4,-87,1711535323.477
b'2023081808726A041A90131E',902999,6,-86,1711535323.512
b'2023081808726A041A90131D',902999,4,-90,1711535323.516
b'2023081808726A041A90131E',902998,4,-88,1711535323.552
b'2023081808726A041A90131D',902998,3,-91,1711535323.56
b'2023081808726A041A90131D',902999,1,-90,1711535323.597
b'2023081808726A041A90131E',902999,1,-87,1711535323.602
b'2023081808726A041A90131D',902998,3,-91,1711535323.637
b'2023081808726A041A90131E',902998,161,-87,1711535323.642
b'2023081808726A041A90131E',902999,157,-87,1711535323.676
b'2023081808726A041A90131D',902999,161,-90,1711535323.686
b'2023081808726A041A90131D',902999,3,-90,1711535323.728
