EPC,Frequency,Phase,RSSI,Timestamp
b'2023081808726A041A90133A',902999,102,-87,1711535275.489
b'2023081808726A041A90133A',902998,102,-87,1711535275.524
b'2023081808726A041A90133A',902999,99,-87,1711535275.561
b'2023081808726A041A90133A',902998,104,-88,1711535275.596
b'2023081808726A041A90133A',902999,105,-88,1711535275.632
b'2023081808726A041A90133A',902998,108,-87,1711535275.668
b'2023081808726A041A90133A',902999,107,-88,1711535275.704
b'2023081808726A041A90133A',902998,113,-87,1711535275.728
b'2023081808726A041A90133A',902999,113,-88,1711535275.763
b'2023081808726A041A90133A',902998,112,-88,1711535275.799
b'2023081808726A041A90133A',902999,114,-88,1711535275.835
b'2023081808726A041A90133A',902998,116,-88,1711535275.871
b'2023081808726A041A90133A',902999,118,-88,1711535275.909
b'2023081808726A041A90133A',902998,124,-88,1711535275.944
b'2023081808726A041A90133A',902999,125,-88,1711535275.985
b'2023081808726A041A90133A',902998,125,-88,1711535276.021
b'2023081808726A041A90133A',902999,133,-88,1711535276.055
b'2023081808726A041A90133A',902998,124,-87,1711535276.094
b'2023081808726A041A90133A',902999,133,-86,1711535276.13
b'2023081808726A041A90133A',902998,127,-86,1711535276.165
b'2023081808726A041A90133A',902999,120,-86,1711535276.201
b'2023081808726A041A90133A',902998,109,-86,1711535276.239
b'2023081808726A041A90133A',902999,102,-87,1711535276.274
b'2023081808726A041A90133A',902998,107,-88,1711535276.311
b'2023081808726A041A90133A',902999,118,-89,1711535276.347
b'2023081808726A041A90133A',902998,128,-89,1711535276.382
b'2023081808726A041A90133A',902999,135,-89,1711535276.418
b'2023081808726A041A90133A',902998,148,-89,1711535276.454
b'2023081808726A041A90133A',902999,157,-89,1711535276.495
b'2023081808726A041A90133A',902998,5,-89,1711535276.531
b'2023081808726A041A90133A',902999,7,-89,1711535276.568
b'2023081808726A041A90133A',902998,15,-88,1711535276.604
b'2023081808726A041A90133A',902999,16,-87,1711535276.64
b'2023081808726A041A90133A',902998,19,-89,1711535276.675
b'2023081808726A041A90133A',902999,21,-88,1711535276.711
b'2023081808726A041A90133A',902998,26,-88,1711535276.749
b'2023081808726A041A90133A',902999,29,-88,1711535276.787
b'2023081808726A041A90133A',902998,35,-89,1711535276.822
b'2023081808726A041A90133A',902999,38,-88,1711535276.858
b'2023081808726A041A90133A',902998,42,-89,1711535276.895
b'2023081808726A041A90133A',902999,44,-89,1711535276.93
b'2023081808726A041A90133A',902998,46,-89,1711535276.968
b'2023081808726A041A90133A',902999,49,-89,1711535277.004
b'2023081808726A041A90133A',902998,52,-89,1711535277.042
b'2023081808726A041A90133A',902999,52,-89,1711535277.077
b'2023081808726A041A90133A',902998,54,-89,1711535277.115
b'2023081808726A041A90133A',902999,58,-89,1711535277.151
b'2023081808726A041A90133A',902998,72,-87,1711535277.187
b'2023081808726A041A90133A',902999,64,-89,1711535277.223
b'2023081808726A041A90131D',902999,15,-91,1711535277.227
b'2023081808726A041A90133A',902998,65,-88,1711535277.26
b'2023081808726A041A90131D',902998,14,-91,1711535277.27
b'2023081808726A041A90133A',902999,76,-89,1711535277.305
b'2023081808726A041A90131D',902999,7,-92,1711535277.309
b'2023081808726A041A90133A',902998,79,-89,1711535277.345
b'2023081808726A041A90131D',902998,3,-92,1711535277.354
b'2023081808726A041A90133A',902999,80,-89,1711535277.389
b'2023081808726A041A90131D',902999,162,-91,1711535277.393
b'2023081808726A041A90133A',902998,88,-88,1711535277.43
b'2023081808726A041A90131D',902998,158,-91,1711535277.438
b'2023081808726A041A90133A',902999,88,-88,1711535277.475
b'2023081808726A041A90131D',902999,154,-91,1711535277.483
b'2023081808726A041A90131D',902998,150,-89,1711535277.515
b'2023081808726A041A90133A',902998,92,-88,1711535277.519
b'2023081808726A041A90131D',902999,149,-91,1711535277.554
b'2023081808726A041A90133A',902999,95,-87,1711535277.559
b'2023081808726A041A90133A',902998,99,-87,1711535277.594
b'2023081808726A041A90131D',902998,144,-91,1711535277.599
b'2023081808726A041A90133A',902999,100,-87,1711535277.636
b'2023081808726A041A90131D',902999,146,-91,1711535277.644
b'2023081808726A041A90133A',902998,102,-88,1711535277.681
b'2023081808726A041A90131D',902998,142,-91,1711535277.685
b'2023081808726A041A90131D',902999,140,-91,1711535277.721
b'2023081808726A041A90133A',902999,102,-88,1711535277.725
b'2023081808726A041A90133A',902999,109,-87,1711535277.786
b'2023081808726A041A90131D',902999,140,-91,1711535277.791
b'2023081808726A041A90131D',902998,136,-90,1711535277.828
b'2023081808726A041A90133A',902998,105,-87,1711535277.832
b'2023081808726A041A90131D',902999,133,-91,1711535277.862
b'2023081808726A041A90133A',902999,113,-88,1711535277.867
b'2023081808726A041A90133A',902998,110,-89,1711535277.909
b'2023081808726A041A90131D',902998,122,-90,1711535277.913
b'2023081808726A041A90131D',902999,120,-90,1711535277.944
b'2023081808726A041A90133A',902999,118,-88,1711535277.948
b'2023081808726A041A90133A',902998,119,-88,1711535277.983
b'2023081808726A041A90131D',902998,119,-91,1711535277.987
b'2023081808726A041A90131D',902999,113,-90,1711535278.023
b'2023081808726A041A90133A',902999,121,-87,1711535278.027
b'2023081808726A041A90133A',902998,120,-88,1711535278.038
b'2023081808726A041A90131D',902998,111,-90,1711535278.042
b'2023081808726A041A90131D',902999,106,-90,1711535278.079
b'2023081808726A041A90133A',902999,119,-88,1711535278.083
b'2023081808726A041A90131D',902998,103,-90,1711535278.118
b'2023081808726A041A90133A',902998,123,-88,1711535278.122
b'2023081808726A041A90133A',902999,127,-88,1711535278.157
b'2023081808726A041A90131D',902999,97,-90,1711535278.162
b'2023081808726A041A90131D',902998,94,-91,1711535278.197
b'2023081808726A041A90133A',902998,127,-89,1711535278.201
b'2023081808726A041A90133A',902999,128,-89,1711535278.236
b'2023081808726A041A90131D',902999,86,-91,1711535278.24
b'2023081808726A041A90131D',902998,79,-91,1711535278.276
b'2023081808726A041A90133A',902998,130,-89,1711535278.28
b'2023081808726A041A90133A',902999,134,-89,1711535278.294
b'2023081808726A041A90131D',902999,78,-92,1711535278.299
b'2023081808726A041A90133A',902998,140,-90,1711535278.334
b'2023081808726A041A90131D',902998,75,-90,1711535278.339
b'2023081808726A041A90133A',902999,139,-89,1711535278.374
b'2023081808726A041A90131D',902999,71,-90,1711535278.379
b'2023081808726A041A90133A',902998,144,-90,1711535278.414
b'2023081808726A041A90131D',902998,64,-90,1711535278.418
b'2023081808726A041A90131D',902999,59,-90,1711535278.453
b'2023081808726A041A90133A',902999,147,-90,1711535278.458
b'2023081808726A041A90131D',902998,55,-92,1711535278.494
b'2023081808726A041A90133A',902998,151,-89,1711535278.498
b'2023081808726A041A90131D',902999,46,-90,1711535278.533
b'2023081808726A041A90133A',902999,154,-90,1711535278.538
b'2023081808726A041A90131D',902998,45,-89,1711535278.549
b'2023081808726A041A90133A',902998,158,-91,1711535278.553
b'2023081808726A041A90133A',902999,157,-91,1711535278.588
b'2023081808726A041A90131D',902999,43,-91,1711535278.594
b'2023081808726A041A90133A',902998,3,-88,1711535278.628
b'2023081808726A041A90131D',902998,35,-90,1711535278.633
b'2023081808726A041A90133A',902999,5,-90,1711535278.668
b'2023081808726A041A90131D',902999,34,-90,1711535278.673
b'2023081808726A041A90133A',902998,7,-91,1711535278.708
b'2023081808726A041A90131D',902998,30,-90,1711535278.713
b'2023081808726A041A90133A',902999,17,-91,1711535278.747
b'2023081808726A041A90131D',902999,20,-91,1711535278.753
b'2023081808726A041A90131D',902998,29,-92,1711535278.792
b'2023081808726A041A90133A',902998,23,-91,1711535278.798
b'2023081808726A041A90131D',902999,15,-91,1711535278.803
b'2023081808726A041A90131D',902998,15,-91,1711535278.835
b'2023081808726A041A90131D',902999,6,-91,1711535278.871
b'2023081808726A041A90131D',902998,7,-90,1711535278.907
b'2023081808726A041A90131D',902999,8,-92,1711535278.942
b'2023081808726A041A90131D',902998,5,-92,1711535278.98
b'2023081808726A041A90131D',902999,7,-92,1711535279.014
b'2023081808726A041A90131D',902998,4,-92,1711535279.064
b'2023081808726A041A90131D',902999,1,-92,1711535279.099
b'2023081808726A041A90131D',902998,157,-92,1711535279.135
b'2023081808726A041A90131D',902999,167,-90,1711535279.173
b'2023081808726A041A90131D',902998,155,-90,1711535279.207
b'2023081808726A041A90131D',902999,149,-92,1711535279.244
b'2023081808726A041A90131D',902998,147,-92,1711535279.28
b'2023081808726A041A90131D',902999,142,-92,1711535279.302
b'2023081808726A041A90131D',902998,148,-93,1711535279.34
b'2023081808726A041A90131E',902998,49,-91,1711535281.57
b'2023081808726A041A90131E',902999,55,-92,1711535281.607
b'2023081808726A041A90131E',902998,58,-91,1711535281.643
b'2023081808726A041A90131E',902999,58,-91,1711535281.681
b'2023081808726A041A90131E',902998,62,-92,1711535281.716
b'2023081808726A041A90131E',902999,64,-92,1711535281.754
b'2023081808726A041A90131E',902998,60,-91,1711535281.788
b'2023081808726A041A90131E',902999,72,-91,1711535281.827
b'2023081808726A041A90131E',902998,74,-92,1711535281.865
b'2023081808726A041A90131E',902999,68,-91,1711535281.9
b'2023081808726A041A90131E',902998,75,-91,1711535281.936
b'2023081808726A041A90131E',902999,77,-91,1711535281.974
b'2023081808726A041A90131E',902998,68,-90,1711535282.01
b'2023081808726A041A90131E',902999,83,-91,1711535282.047
b'2023081808726A041A90131E',902998,81,-92,1711535282.082
b'2023081808726A041A90131E',902999,77,-90,1711535282.121
b'2023081808726A041A90131E',902998,80,-89,1711535282.157
b'2023081808726A041A90131E',902999,85,-90,1711535282.192
b'2023081808726A041A90131E',902998,93,-90,1711535282.23
b'2023081808726A041A90131E',902999,89,-90,1711535282.266
b'2023081808726A041A90131E',902998,92,-89,1711535282.303
b'2023081808726A041A90131E',902999,97,-91,1711535282.34
b'2023081808726A041A90131E',902998,101,-90,1711535282.376
b'2023081808726A041A90131E',902999,102,-89,1711535282.417
b'2023081808726A041A90131E',902998,110,-90,1711535282.452
b'2023081808726A041A90131E',902999,112,-90,1711535282.497
b'2023081808726A041A9012E5',902999,85,-91,1711535282.501
b'2023081808726A041A90131E',902998,117,-90,1711535282.531
b'2023081808726A041A9012E5',902999,77,-91,1711535282.571
b'2023081808726A041A90131E',902999,127,-90,1711535282.576
b'2023081808726A041A9012E5',902998,71,-90,1711535282.59
b'2023081808726A041A90131E',902998,124,-89,1711535282.594
b'2023081808726A041A90131E',902999,132,-89,1711535282.629
b'2023081808726A041A9012E5',902999,80,-91,1711535282.633
b'2023081808726A041A90131E',902998,139,-90,1711535282.671
b'2023081808726A041A9012E5',902998,74,-91,1711535282.678
b'2023081808726A041A9012E5',902999,58,-90,1711535282.713
b'2023081808726A041A90131E',902999,143,-89,1711535282.718
b'2023081808726A041A9012E5',902998,59,-90,1711535282.761
b'2023081808726A041A90131E',902998,152,-90,1711535282.766
b'2023081808726A041A90131E',902999,159,-90,1711535282.797
b'2023081808726A041A9012E5',902999,47,-90,1711535282.801
b'2023081808726A041A90131D',902999,58,-91,1711535282.837
b'2023081808726A041A90131E',902999,7,-90,1711535282.841
b'2023081808726A041A9012E5',902999,51,-92,1711535282.845
b'2023081808726A041A9012E5',902998,48,-90,1711535282.877
b'2023081808726A041A90131E',902998,12,-90,1711535282.881
b'2023081808726A041A90131E',902999,16,-89,1711535282.917
b'2023081808726A041A90131D',902999,51,-91,1711535282.925
b'2023081808726A041A9012E5',902999,39,-91,1711535282.929
b'2023081808726A041A9012E5',902998,30,-90,1711535282.965
b'2023081808726A041A90131E',902998,26,-90,1711535282.972
b'2023081808726A041A90131D',902998,49,-92,1711535282.978
b'2023081808726A041A90131E',902999,30,-88,1711535283.014
b'2023081808726A041A90131D',902999,52,-90,1711535283.022
b'2023081808726A041A90131D',902998,56,-91,1711535283.057
b'2023081808726A041A90131E',902998,35,-90,1711535283.061
b'2023081808726A041A90131D',902999,48,-91,1711535283.101
b'2023081808726A041A90131E',902999,39,-88,1711535283.106
b'2023081808726A041A90131E',902998,41,-89,1711535283.141
b'2023081808726A041A90131D',902998,49,-92,1711535283.149
b'2023081808726A041A90131E',902999,47,-89,1711535283.185
b'2023081808726A041A90131D',902999,42,-91,1711535283.189
b'2023081808726A041A90131E',902998,49,-89,1711535283.225
b'2023081808726A041A90131D',902998,46,-90,1711535283.23
b'2023081808726A041A90131E',902999,58,-89,1711535283.271
b'2023081808726A041A90131D',902999,50,-91,1711535283.275
b'2023081808726A041A90131E',902998,59,-88,1711535283.305
b'2023081808726A041A90131D',902998,44,-92,1711535283.31
b'2023081808726A041A90131E',902998,61,-87,1711535283.372
b'2023081808726A041A90131D',902998,47,-91,1711535283.378
b'2023081808726A041A90131D',902999,42,-90,1711535283.419
b'2023081808726A041A90131E',902999,62,-87,1711535283.423
b'2023081808726A041A90131E',902998,63,-87,1711535283.457
b'2023081808726A041A90131D',902998,47,-90,1711535283.463
b'2023081808726A041A90131D',902999,37,-90,1711535283.494
b'2023081808726A041A90131E',902999,66,-87,1711535283.498
b'2023081808726A041A90131E',902998,67,-88,1711535283.533
b'2023081808726A041A90131D',902998,44,-92,1711535283.543
b'2023081808726A041A90131D',902999,35,-91,1711535283.578
b'2023081808726A041A90131E',902999,68,-87,1711535283.583
b'2023081808726A041A90131D',902999,39,-90,1711535283.626
b'2023081808726A041A90131E',902999,72,-87,1711535283.63
b'2023081808726A041A90131E',902998,72,-87,1711535283.661
b'2023081808726A041A90131D',902998,30,-90,1711535283.669
b'2023081808726A041A90131E',902999,75,-86,1711535283.704
b'2023081808726A041A90131D',902999,32,-90,1711535283.709
b'2023081808726A041A90131D',902998,34,-89,1711535283.749
b'2023081808726A041A90131E',902998,75,-86,1711535283.753
b'2023081808726A041A90131E',902999,74,-86,1711535283.784
b'2023081808726A041A90131D',902999,24,-90,1711535283.789
b'2023081808726A041A90131E',902998,66,-86,1711535283.829
b'2023081808726A041A90131D',902998,25,-90,1711535283.834
b'2023081808726A041A90131E',902999,67,-86,1711535283.864
b'2023081808726A041A90131D',902999,23,-90,1711535283.868
b'2023081808726A041A90131E',902998,69,-86,1711535283.885
b'2023081808726A041A90131D',902998,28,-91,1711535283.89
b'2023081808726A041A90131E',902999,65,-86,1711535283.925
b'2023081808726A041A90131D',902999,28,-89,1711535283.93
b'2023081808726A041A90131E',902998,70,-87,1711535283.966
b'2023081808726A041A90131D',902998,13,-89,1711535283.97
b'2023081808726A041A90131E',902999,75,-87,1711535284.005
b'2023081808726A041A90131D',902999,18,-92,1711535284.01
b'2023081808726A041A90131D',902998,3,-91,1711535284.045
b'2023081808726A041A90131E',902998,72,-88,1711535284.05
b'2023081808726A041A90131E',902999,73,-88,1711535284.087
b'2023081808726A041A90131E',902998,67,-88,1711535284.122
b'2023081808726A041A90131E',902999,69,-88,1711535284.123
b'2023081808726A041A90131E',902998,74,-88,1711535284.158
b'2023081808726A041A90131E',902999,79,-88,1711535284.196
b'2023081808726A041A90131E',902998,84,-88,1711535284.232
b'2023081808726A041A90131E',902999,99,-88,1711535284.267
b'2023081808726A041A90131D',902999,20,-92,1711535284.272
b'2023081808726A041A90131E',902998,113,-87,1711535284.308
b'2023081808726A041A90131E',902999,118,-89,1711535284.345
b'2023081808726A041A90131E',902998,122,-89,1711535284.362
b'2023081808726A041A90131E',902999,126,-89,1711535284.398
b'2023081808726A041A90131E',902998,131,-89,1711535284.433
b'2023081808726A041A90131E',902999,129,-89,1711535284.471
b'2023081808726A041A90131E',902998,131,-90,1711535284.506
b'2023081808726A041A90131E',902999,137,-90,1711535284.544
b'2023081808726A041A90131E',902998,139,-90,1711535284.578
b'2023081808726A041A90131E',902999,143,-90,1711535284.616
b'2023081808726A041A90131E',902998,150,-89,1711535284.653
b'2023081808726A041A90131E',902999,149,-91,1711535284.691
b'2023081808726A041A90131E',902998,155,-90,1711535284.727
b'2023081808726A041A90131E',902999,157,-91,1711535284.764
b'2023081808726A041A90131E',902998,159,-91,1711535284.799
b'2023081808726A041A90131E',902999,158,-92,1711535284.836
b'2023081808726A041A90131E',902998,1,-91,1711535284.873
b'2023081808726A041A90131E',902999,1,-91,1711535284.91
b'2023081808726A041A90131E',902998,3,-91,1711535284.946
b'2023081808726A041A90131E',902999,8,-91,1711535284.983
b'2023081808726A041A90131E',902998,11,-91,1711535285.018
b'2023081808726A041A90131E',902999,11,-91,1711535285.054
b'2023081808726A041A90131E',902998,15,-91,1711535285.09
b'2023081808726A041A90131E',902999,24,-91,1711535285.13
b'2023081808726A041A90131E',902998,25,-90,1711535285.166
b'2023081808726A041A90131E',902999,30,-91,1711535285.201
b'2023081808726A041A90131E',902998,35,-92,1711535285.238
b'2023081808726A041A90131E',902999,35,-90,1711535285.275
b'2023081808726A041A90131E',902998,41,-91,1711535285.311
b'2023081808726A041A90131E',902999,42,-91,1711535285.346
b'2023081808726A041A90131E',902998,51,-92,1711535285.384
b'2023081808726A041A90131E',902999,46,-91,1711535285.422
b'2023081808726A041A90131E',902998,49,-90,1711535285.459
b'2023081808726A041A90131E',902999,53,-91,1711535285.493
b'2023081808726A041A90131E',902998,55,-90,1711535285.531
b'2023081808726A041A90131E',902999,55,-91,1711535285.568
b'2023081808726A041A90131E',902998,57,-92,1711535285.603
b'2023081808726A041A90131E',902999,61,-92,1711535285.64
b'2023081808726A041A90131E',902998,61,-90,1711535285.676
b'2023081808726A041A90131E',902999,59,-90,1711535285.711
b'2023081808726A041A90131E',902998,64,-90,1711535285.747
b'2023081808726A041A90131E',902999,67,-90,1711535285.785
b'2023081808726A041A90131E',902998,70,-90,1711535285.821
b'2023081808726A041A90131E',902999,74,-91,1711535285.857
b'2023081808726A041A90131E',902998,77,-90,1711535285.895
b'2023081808726A041A90131E',902999,67,-90,1711535285.931
b'2023081808726A041A90131E',902998,72,-91,1711535285.969
b'2023081808726A041A90131E',902999,79,-92,1711535286.006
b'2023081808726A041A90131E',902998,75,-92,1711535286.041
b'2023081808726A041A90131E',902999,89,-91,1711535286.076
b'2023081808726A041A90131E',902998,95,-91,1711535286.113
b'2023081808726A041A90131E',902999,98,-90,1711535286.151
b'2023081808726A041A90131E',902998,89,-92,1711535286.189
b'2023081808726A041A90131E',902999,97,-91,1711535286.225
b'2023081808726A041A90131E',902998,110,-92,1711535286.26
b'2023081808726A041A90131E',902999,100,-90,1711535286.296
b'2023081808726A041A90131E',902998,105,-91,1711535286.334
b'2023081808726A041A90131E',902999,107,-90,1711535286.369
b'2023081808726A041A90131E',902998,107,-91,1711535286.421
b'2023081808726A041A9012E5',902999,120,-91,1711535286.458
b'2023081808726A041A90131E',902999,114,-91,1711535286.462
b'2023081808726A041A9012E5',902999,120,-92,1711535286.473
b'2023081808726A041A9012E5',902999,120,-91,1711535286.483
b'2023081808726A041A90131E',902998,117,-89,1711535286.515
b'2023081808726A041A9012E5',902998,117,-92,1711535286.519
b'2023081808726A041A9012E5',902999,113,-91,1711535286.554
b'2023081808726A041A90131E',902999,121,-90,1711535286.558
b'2023081808726A041A9012E5',902998,112,-91,1711535286.594
b'2023081808726A041A90131E',902998,127,-92,1711535286.598
b'2023081808726A041A90131E',902999,130,-91,1711535286.633
b'2023081808726A041A9012E5',902999,106,-89,1711535286.638
b'2023081808726A041A90131E',902998,134,-91,1711535286.652
b'2023081808726A041A9012E5',902998,104,-89,1711535286.657
b'2023081808726A041A9012E5',902999,102,-90,1711535286.692
b'2023081808726A041A90131E',902999,138,-91,1711535286.696
b'2023081808726A041A9012E5',902998,96,-90,1711535286.732
b'2023081808726A041A90131E',902998,142,-91,1711535286.736
b'2023081808726A041A9012E5',902999,96,-92,1711535286.772
b'2023081808726A041A90131E',902999,151,-92,1711535286.78
b'2023081808726A041A9012E5',902998,103,-90,1711535286.815
b'2023081808726A041A90131E',902998,151,-92,1711535286.821
b'2023081808726A041A9012E5',902999,89,-90,1711535286.857
b'2023081808726A041A90131E',902999,155,-91,1711535286.865
b'2023081808726A041A9012E5',902999,93,-90,1711535286.918
b'2023081808726A041A9012E5',902998,93,-90,1711535286.953
b'2023081808726A041A9012E5',902999,79,-89,1711535286.988
b'2023081808726A041A9012E5',902998,81,-89,1711535287.026
b'2023081808726A041A9012E5',902999,79,-89,1711535287.06
b'2023081808726A041A90131D',902999,89,-91,1711535287.065
b'2023081808726A041A9012E5',902998,81,-90,1711535287.1
b'2023081808726A041A90131D',902998,95,-92,1711535287.106
b'2023081808726A041A90131D',902999,91,-92,1711535287.14
b'2023081808726A041A9012E5',902999,74,-90,1711535287.144
b'2023081808726A041A9012E5',902998,73,-89,1711535287.176
b'2023081808726A041A90131D',902998,93,-91,1711535287.181
b'2023081808726A041A90131D',902999,96,-92,1711535287.212
b'2023081808726A041A9012E5',902999,78,-90,1711535287.216
b'2023081808726A041A90131D',902998,98,-90,1711535287.251
b'2023081808726A041A9012E5',902998,77,-89,1711535287.256
b'2023081808726A041A9012E5',902999,69,-89,1711535287.291
b'2023081808726A041A90131D',902999,98,-91,1711535287.299
b'2023081808726A041A9012E5',902998,67,-90,1711535287.335
b'2023081808726A041A90131D',902998,102,-91,1711535287.343
b'2023081808726A041A90131D',902999,104,-92,1711535287.379
b'2023081808726A041A9012E5',902999,64,-89,1711535287.383
b'2023081808726A041A9012E5',902999,74,-88,1711535287.433
b'2023081808726A041A90131D',902999,108,-90,1711535287.437
b'2023081808726A041A9012E5',902998,70,-88,1711535287.462
b'2023081808726A041A90131D',902998,105,-91,1711535287.466
b'2023081808726A041A90131D',902999,110,-90,1711535287.503
b'2023081808726A041A9012E5',902999,68,-87,1711535287.507
b'2023081808726A041A9012E5',902998,59,-88,1711535287.541
b'2023081808726A041A90131D',902998,113,-89,1711535287.547
b'2023081808726A041A9012E5',902999,69,-87,1711535287.582
b'2023081808726A041A90131D',902999,113,-91,1711535287.587
b'2023081808726A041A9012E5',902998,67,-88,1711535287.623
b'2023081808726A041A90131D',902998,115,-89,1711535287.631
b'2023081808726A041A90131D',902999,115,-89,1711535287.666
b'2023081808726A041A9012E5',902999,62,-88,1711535287.67
b'2023081808726A041A9012E5',902998,64,-88,1711535287.698
b'2023081808726A041A90131D',902998,115,-89,1711535287.702
b'2023081808726A041A90131D',902999,117,-89,1711535287.737
b'2023081808726A041A9012E5',902999,63,-87,1711535287.741
b'2023081808726A041A9012E5',902998,57,-87,1711535287.779
b'2023081808726A041A90131D',902998,117,-89,1711535287.785
b'2023081808726A041A9012E5',902999,54,-87,1711535287.822
b'2023081808726A041A90131D',902999,119,-89,1711535287.827
b'2023081808726A041A9012E5',902998,51,-87,1711535287.864
b'2023081808726A041A90131D',902998,117,-88,1711535287.872
b'2023081808726A041A90131D',902999,112,-88,1711535287.908
b'2023081808726A041A9012E5',902999,44,-87,1711535287.912
b'2023081808726A041A9012E5',902999,42,-88,1711535287.926
b'2023081808726A041A90131D',902999,114,-89,1711535287.932
b'2023081808726A041A90131D',902998,117,-88,1711535287.964
b'2023081808726A041A9012E5',902998,41,-88,1711535287.968
b'2023081808726A041A9012E5',902999,39,-88,1711535288.003
b'2023081808726A041A90131D',902999,117,-89,1711535288.013
b'2023081808726A041A9012E5',902998,36,-87,1711535288.048
b'2023081808726A041A90131D',902998,116,-88,1711535288.053
b'2023081808726A041A9012E5',902999,33,-88,1711535288.088
b'2023081808726A041A90131D',902999,115,-88,1711535288.093
b'2023081808726A041A90131D',902998,120,-89,1711535288.128
b'2023081808726A041A9012E5',902998,31,-87,1711535288.132
b'2023081808726A041A90131D',902999,120,-88,1711535288.168
b'2023081808726A041A9012E5',902999,30,-87,1711535288.172
b'2023081808726A041A9012E5',902998,25,-88,1711535288.215
b'2023081808726A041A90131D',902998,117,-89,1711535288.219
b'2023081808726A041A90131D',902999,118,-89,1711535288.255
b'2023081808726A041A9012E5',902999,25,-87,1711535288.259
b'2023081808726A041A9012E5',902998,21,-87,1711535288.299
b'2023081808726A041A90131D',902998,117,-87,1711535288.303
b'2023081808726A041A9012E5',902999,19,-88,1711535288.339
b'2023081808726A041A90131D',902999,117,-88,1711535288.344
b'2023081808726A041A90131D',902998,117,-87,1711535288.374
b'2023081808726A041A9012E5',902998,14,-87,1711535288.379
b'2023081808726A041A90131D',902999,117,-88,1711535288.413
b'2023081808726A041A9012E5',902999,10,-87,1711535288.419
b'2023081808726A041A90131D',902998,116,-87,1711535288.453
b'2023081808726A041A9012E5',902998,6,-88,1711535288.457
b'2023081808726A041A90131D',902999,113,-87,1711535288.472
b'2023081808726A041A9012E5',902999,3,-88,1711535288.476
b'2023081808726A041A90131D',902998,111,-86,1711535288.511
b'2023081808726A041A9012E5',902998,2,-88,1711535288.515
b'2023081808726A041A90131D',902999,109,-88,1711535288.551
b'2023081808726A041A9012E5',902999,162,-88,1711535288.555
b'2023081808726A041A90131D',902998,110,-86,1711535288.591
b'2023081808726A041A9012E5',902998,157,-88,1711535288.596
b'2023081808726A041A90131D',902999,111,-86,1711535288.631
b'2023081808726A041A9012E5',902999,155,-88,1711535288.635
b'2023081808726A041A9012E5',902998,148,-86,1711535288.675
b'2023081808726A041A90131D',902998,110,-88,1711535288.68
b'2023081808726A041A9012E5',902999,149,-86,1711535288.711
b'2023081808726A041A90131D',902999,115,-87,1711535288.716
b'2023081808726A041A9012E5',902998,146,-87,1711535288.737
b'2023081808726A041A90131D',902998,116,-87,1711535288.742
b'2023081808726A041A90131D',902999,124,-86,1711535288.772
b'2023081808726A041A9012E5',902999,137,-87,1711535288.777
b'2023081808726A041A90131D',902998,122,-86,1711535288.811
b'2023081808726A041A9012E5',902998,145,-86,1711535288.817
b'2023081808726A041A90131D',902999,116,-86,1711535288.851
b'2023081808726A041A9012E5',902999,138,-88,1711535288.856
b'2023081808726A041A9012E5',902998,141,-88,1711535288.891
b'2023081808726A041A90131D',902998,115,-86,1711535288.896
b'2023081808726A041A9012E5',902999,138,-88,1711535288.935
b'2023081808726A041A90131D',902999,112,-86,1711535288.941
b'2023081808726A041A90131D',902998,112,-87,1711535288.972
b'2023081808726A041A9012E5',902998,138,-88,1711535288.976
b'2023081808726A041A90131D',902999,116,-86,1711535288.984
b'2023081808726A041A9012E5',902999,140,-87,1711535288.988
b'2023081808726A041A90131D',902998,121,-87,1711535289.024
b'2023081808726A041A9012E5',902998,139,-86,1711535289.029
b'2023081808726A041A9012E5',902999,137,-87,1711535289.063
b'2023081808726A041A90131D',902999,122,-87,1711535289.068
b'2023081808726A041A9012E5',902998,136,-87,1711535289.103
b'2023081808726A041A90131D',902998,125,-87,1711535289.107
b'2023081808726A041A9012E5',902999,132,-86,1711535289.143
b'2023081808726A041A90131D',902999,130,-87,1711535289.147
b'2023081808726A041A9012E5',902998,134,-86,1711535289.183
b'2023081808726A041A90131D',902998,128,-87,1711535289.188
b'2023081808726A041A9012E5',902999,133,-86,1711535289.222
b'2023081808726A041A90131D',902999,133,-88,1711535289.226
b'2023081808726A041A9012E5',902998,133,-86,1711535289.237
b'2023081808726A041A90131D',902998,135,-87,1711535289.242
b'2023081808726A041A9012E5',902999,130,-86,1711535289.277
b'2023081808726A041A90131D',902999,140,-88,1711535289.282
b'2023081808726A041A90131D',902998,140,-87,1711535289.317
b'2023081808726A041A9012E5',902998,132,-85,1711535289.322
b'2023081808726A041A9012E5',902999,132,-85,1711535289.357
b'2023081808726A041A90131D',902999,143,-87,1711535289.362
b'2023081808726A041A9012E5',902998,130,-86,1711535289.398
b'2023081808726A041A90131D',902998,147,-88,1711535289.402
b'2023081808726A041A9012E5',902999,131,-85,1711535289.437
b'2023081808726A041A90131D',902999,151,-88,1711535289.441
b'2023081808726A041A9012E5',902998,130,-86,1711535289.477
b'2023081808726A041A90131D',902998,152,-88,1711535289.482
b'2023081808726A041A9012E5',902999,127,-85,1711535289.496
b'2023081808726A041A90131D',902999,152,-88,1711535289.501
b'2023081808726A041A9012E5',902998,126,-86,1711535289.536
b'2023081808726A041A90131D',902998,158,-89,1711535289.54
