EPC,Frequency,Phase,RSSI,Timestamp
b'2023081808726A041A9012D4',902999,135,-89,1714097385.807
b'2023081808726A041A9012D4',902998,140,-90,1714097385.843
b'2023081808726A041A9012D4',902999,142,-91,1714097385.879
b'2023081808726A041A9012D4',902998,151,-90,1714097385.916
b'2023081808726A041A9012D4',902999,152,-90,1714097385.953
b'2023081808726A041A9012D4',902998,162,-91,1714097385.989
b'2023081808726A041A9012D4',902999,3,-90,1714097386.025
b'2023081808726A041A9012D4',902998,12,-90,1714097386.06
b'2023081808726A041A9012D4',902999,17,-89,1714097386.098
b'2023081808726A041A9012D4',902998,26,-90,1714097386.133
b'2023081808726A041A9012D4',902999,23,-89,1714097386.171
b'2023081808726A041A9012D4',902998,39,-89,1714097386.208
b'2023081808726A041A9012D4',902999,43,-89,1714097386.245
b'2023081808726A041A9012D4',902998,52,-90,1714097386.281
b'2023081808726A041A9012D4',902999,48,-90,1714097386.317
b'2023081808726A041A9012D4',902998,63,-90,1714097386.352
b'2023081808726A041A9012D4',902999,62,-90,1714097386.39
b'2023081808726A041A9012D4',902998,68,-89,1714097386.43
b'2023081808726A041A9012D4',902999,77,-89,1714097386.466
b'2023081808726A041A9012D4',902998,85,-89,1714097386.501
b'2023081808726A041A9012D4',902999,91,-89,1714097386.538
b'2023081808726A041A9012D4',902998,100,-90,1714097386.574
b'2023081808726A041A9012D4',902999,109,-89,1714097386.609
b'2023081808726A041A9012D4',902998,115,-88,1714097386.646
b'2023081808726A041A9012D4',902999,117,-89,1714097386.684
b'2023081808726A041A9012D4',902998,123,-90,1714097386.721
b'2023081808726A041A9012D4',902999,130,-89,1714097386.755
b'2023081808726A041A9012D4',902998,140,-88,1714097386.791
b'2023081808726A041A9012D4',902999,149,-89,1714097386.83
b'2023081808726A041A9012D4',902998,157,-90,1714097386.864
b'2023081808726A041A9012D4',902999,4,-89,1714097386.901
b'2023081808726A041A9012D4',902998,9,-89,1714097386.953
b'2023081808726A041A9012D4',902999,15,-88,1714097386.989
b'2023081808726A041A9012D4',902998,26,-89,1714097387.025
b'2023081808726A041A9012D4',902999,31,-88,1714097387.062
b'2023081808726A041A9012D4',902998,41,-90,1714097387.097
b'2023081808726A041A9012D4',902999,49,-89,1714097387.133
b'2023081808726A041A9012D4',902998,57,-89,1714097387.169
b'2023081808726A041A9012D4',902999,65,-88,1714097387.197
b'2023081808726A041A9012D4',902998,73,-89,1714097387.232
b'2023081808726A041A9012D4',902999,85,-91,1714097387.267
b'2023081808726A041A9012D4',902998,95,-90,1714097387.305
b'2023081808726A041A9012D4',902999,105,-91,1714097387.342
b'2023081808726A041A9012D4',902998,109,-89,1714097387.378
b'2023081808726A041A9012D4',902999,117,-89,1714097387.414
b'2023081808726A041A9012D4',902998,124,-90,1714097387.449
b'2023081808726A041A9012D4',902999,135,-90,1714097387.485
b'2023081808726A041A9012D4',902998,147,-89,1714097387.521
b'2023081808726A041A9012D4',902999,166,-91,1714097387.558
b'2023081808726A041A9012D4',902998,3,-92,1714097387.594
b'2023081808726A041A9012D4',902999,14,-91,1714097387.63
b'2023081808726A041A9012D4',902998,16,-91,1714097387.666
b'2023081808726A041A9012D4',902999,26,-92,1714097387.688
b'2023081808726A041A9012D4',902998,39,-92,1714097387.723
b'2023081808726A041A9012D4',902999,43,-93,1714097387.76
b'2023081808726A041A9012D4',902998,59,-92,1714097387.795
b'2023081808726A041A9012D4',902999,66,-92,1714097387.831
b'2023081808726A041A9012D4',902998,89,-93,1714097387.868
b'2023081808726A041A9012D4',902999,87,-93,1714097387.906
b'2023081808726A041A9012D4',902998,103,-90,1714097387.944
b'2023081808726A041A9012D4',902999,120,-92,1714097387.98
b'2023081808726A041A9012D4',902998,114,-94,1714097388.016
b'2023081808726A041A9012D4',902999,127,-91,1714097388.053
b'2023081808726A041A9012D4',902998,126,-92,1714097388.09
b'2023081808726A041A9012D4',902999,138,-95,1714097388.126
b'2023081808726A041A90131E',902999,104,-92,1714097389.245
b'2023081808726A041A90131E',902998,91,-92,1714097389.282
b'2023081808726A041A90131E',902999,84,-92,1714097389.318
b'2023081808726A041A90131E',902998,78,-93,1714097389.353
b'2023081808726A041A90131E',902999,72,-92,1714097389.391
b'2023081808726A041A90131E',902998,67,-92,1714097389.426
b'2023081808726A041A90131E',902999,59,-92,1714097389.463
b'2023081808726A041A90131E',902998,61,-90,1714097389.485
b'2023081808726A041A90131E',902999,51,-91,1714097389.523
b'2023081808726A041A90131E',902998,44,-90,1714097389.558
b'2023081808726A041A90131E',902999,43,-90,1714097389.594
b'2023081808726A041A90131E',902998,36,-92,1714097389.629
b'2023081808726A041A90131E',902999,25,-90,1714097389.666
b'2023081808726A041A90131E',902998,20,-91,1714097389.702
b'2023081808726A041A90131E',902999,16,-90,1714097389.726
b'2023081808726A041A90131E',902998,13,-90,1714097389.76
b'2023081808726A041A90131E',902999,3,-90,1714097389.797
b'2023081808726A041A90131E',902998,158,-90,1714097389.834
b'2023081808726A041A90131E',902999,152,-90,1714097389.868
b'2023081808726A041A90131E',902998,146,-91,1714097389.907
b'2023081808726A041A90131E',902999,144,-90,1714097389.943
b'2023081808726A041A90131E',902998,133,-89,1714097389.981
b'2023081808726A041A90131E',902999,131,-90,1714097390.018
b'2023081808726A041A90131E',902998,131,-89,1714097390.055
b'2023081808726A041A90131E',902999,126,-90,1714097390.09
b'2023081808726A041A90131E',902998,119,-89,1714097390.128
b'2023081808726A041A90131E',902999,120,-89,1714097390.163
b'2023081808726A041A90131E',902998,117,-89,1714097390.2
b'2023081808726A041A90131E',902999,113,-89,1714097390.236
b'2023081808726A041A90131E',902998,107,-89,1714097390.272
b'2023081808726A041A90131E',902999,103,-89,1714097390.31
b'2023081808726A041A90131E',902998,100,-89,1714097390.345
b'2023081808726A041A90131E',902999,99,-88,1714097390.38
b'2023081808726A041A90131E',902998,93,-88,1714097390.416
b'2023081808726A041A90131E',902999,94,-89,1714097390.454
b'2023081808726A041A90131E',902998,89,-90,1714097390.491
b'2023081808726A041A90131E',902999,88,-89,1714097390.527
b'2023081808726A041A90131E',902998,87,-90,1714097390.565
b'2023081808726A041A90131E',902999,91,-89,1714097390.599
b'2023081808726A041A90131E',902998,90,-91,1714097390.636
b'2023081808726A041A90131E',902999,87,-89,1714097390.672
b'2023081808726A041A90131E',902998,89,-89,1714097390.71
b'2023081808726A041A90131E',902999,89,-90,1714097390.747
b'2023081808726A041A90131E',902998,91,-90,1714097390.785
b'2023081808726A041A90131E',902999,86,-90,1714097390.82
b'2023081808726A041A90131E',902998,89,-91,1714097390.857
b'2023081808726A041A90131E',902999,92,-90,1714097390.892
b'2023081808726A041A90131E',902998,91,-90,1714097390.928
b'2023081808726A041A90131E',902999,87,-91,1714097390.964
b'2023081808726A041A90131E',902998,92,-91,1714097391.001
b'2023081808726A041A90131E',902999,93,-91,1714097391.04
b'2023081808726A041A90131E',902998,95,-91,1714097391.076
b'2023081808726A041A90131E',902999,89,-90,1714097391.111
b'2023081808726A041A90131E',902998,92,-90,1714097391.148
b'2023081808726A041A90131E',902999,96,-91,1714097391.184
b'2023081808726A041A90131E',902998,88,-92,1714097391.22
b'2023081808726A041A90131E',902999,91,-90,1714097391.262
b'2023081808726A041A90131E',902998,91,-91,1714097391.298
b'2023081808726A041A90131E',902999,90,-90,1714097391.335
b'2023081808726A041A90131E',902998,95,-90,1714097391.37
b'2023081808726A041A90131E',902999,89,-90,1714097391.407
b'2023081808726A041A90131E',902998,93,-90,1714097391.443
b'2023081808726A041A90131E',902999,87,-91,1714097391.48
b'2023081808726A041A90131E',902998,90,-92,1714097391.513
b'2023081808726A041A90131E',902999,85,-90,1714097391.549
b'2023081808726A041A90131E',902998,86,-91,1714097391.586
b'2023081808726A041A90131E',902999,86,-90,1714097391.623
b'2023081808726A041A90131E',902998,83,-90,1714097391.658
b'2023081808726A041A90131E',902999,85,-91,1714097391.694
b'2023081808726A041A90131E',902998,87,-90,1714097391.73
b'2023081808726A041A90131E',902999,84,-90,1714097391.769
b'2023081808726A041A90131E',902998,91,-91,1714097391.806
b'2023081808726A041A90131E',902999,91,-90,1714097391.842
b'2023081808726A041A90131E',902998,87,-90,1714097391.878
b'2023081808726A041A90131E',902999,90,-90,1714097391.914
b'2023081808726A041A90131E',902998,90,-92,1714097391.95
b'2023081808726A041A90131E',902999,91,-91,1714097391.985
b'2023081808726A041A90131E',902998,91,-90,1714097392.036
b'2023081808726A041A90131E',902999,94,-90,1714097392.075
b'2023081808726A041A90131E',902998,94,-90,1714097392.11
b'2023081808726A041A90131E',902999,98,-90,1714097392.146
b'2023081808726A041A90131E',902998,94,-91,1714097392.182
b'2023081808726A041A90131E',902999,96,-92,1714097392.218
b'2023081808726A041A90131E',902998,98,-89,1714097392.255
b'2023081808726A041A90131E',902999,102,-91,1714097392.291
b'2023081808726A041A90131E',902998,98,-90,1714097392.328
b'2023081808726A041A90131E',902999,98,-91,1714097392.366
b'2023081808726A041A90131E',902998,97,-92,1714097392.401
b'2023081808726A041A90131E',902999,98,-90,1714097392.438
b'2023081808726A041A90131E',902998,95,-90,1714097392.475
b'2023081808726A041A90131E',902999,101,-89,1714097392.51
b'2023081808726A041A90131E',902998,101,-90,1714097392.532
b'2023081808726A041A90131E',902999,98,-90,1714097392.567
b'2023081808726A041A90131E',902998,103,-90,1714097392.603
b'2023081808726A041A90131E',902999,100,-91,1714097392.64
b'2023081808726A041A90131E',902998,104,-92,1714097392.676
b'2023081808726A041A90131E',902999,102,-91,1714097392.712
b'2023081808726A041A90131E',902998,102,-90,1714097392.748
b'2023081808726A041A90131E',902999,99,-91,1714097392.787
b'2023081808726A041A90131E',902998,100,-90,1714097392.824
b'2023081808726A041A90131E',902999,105,-90,1714097392.861
b'2023081808726A041A90131E',902998,103,-90,1714097392.896
b'2023081808726A041A90131E',902999,101,-90,1714097392.933
b'2023081808726A041A90131E',902998,105,-92,1714097392.968
b'2023081808726A041A90131E',902999,103,-91,1714097393.005
b'2023081808726A041A90131E',902998,97,-91,1714097393.027
b'2023081808726A041A90131E',902999,99,-91,1714097393.064
b'2023081808726A041A90131E',902998,97,-90,1714097393.099
b'2023081808726A041A90131E',902999,96,-91,1714097393.137
b'2023081808726A041A90131E',902998,98,-90,1714097393.173
b'2023081808726A041A90131E',902999,99,-90,1714097393.209
b'2023081808726A041A90131E',902998,93,-90,1714097393.245
b'2023081808726A041A90131E',902999,97,-89,1714097393.284
b'2023081808726A041A90131E',902998,91,-92,1714097393.319
b'2023081808726A041A90131E',902999,93,-90,1714097393.357
b'2023081808726A041A90131E',902998,93,-90,1714097393.393
b'2023081808726A041A90131E',902999,92,-90,1714097393.428
b'2023081808726A041A90131E',902998,91,-90,1714097393.465
b'2023081808726A041A90131E',902999,90,-90,1714097393.501
b'2023081808726A041A90131E',902998,93,-90,1714097393.538
b'2023081808726A041A90131E',902999,91,-89,1714097393.574
b'2023081808726A041A90131E',902998,92,-89,1714097393.611
b'2023081808726A041A90131E',902999,93,-90,1714097393.647
b'2023081808726A041A90131E',902998,91,-89,1714097393.684
b'2023081808726A041A90131E',902999,94,-89,1714097393.72
b'2023081808726A041A90131E',902998,93,-91,1714097393.756
b'2023081808726A041A90131E',902999,93,-88,1714097393.793
b'2023081808726A041A90131E',902998,92,-89,1714097393.829
b'2023081808726A041A90131E',902999,90,-89,1714097393.867
b'2023081808726A041A90131E',902998,98,-89,1714097393.902
b'2023081808726A041A90131E',902999,93,-90,1714097393.939
b'2023081808726A041A90131E',902998,97,-90,1714097393.974
b'2023081808726A041A90131E',902999,95,-90,1714097394.012
b'2023081808726A041A90131E',902998,98,-90,1714097394.05
b'2023081808726A041A90131E',902999,95,-89,1714097394.086
b'2023081808726A041A90131E',902998,94,-89,1714097394.121
b'2023081808726A041A90131E',902999,97,-92,1714097394.158
b'2023081808726A041A90131E',902998,96,-91,1714097394.193
b'2023081808726A041A90131E',902999,97,-89,1714097394.229
b'2023081808726A041A90131E',902998,95,-89,1714097394.267
b'2023081808726A041A90131E',902999,94,-90,1714097394.304
b'2023081808726A041A90131E',902998,92,-91,1714097394.341
b'2023081808726A041A90131E',902999,94,-90,1714097394.377
b'2023081808726A041A90131E',902998,97,-90,1714097394.412
b'2023081808726A041A90131E',902999,95,-89,1714097394.45
b'2023081808726A041A90131E',902998,95,-89,1714097394.485
b'2023081808726A041A90131E',902999,95,-90,1714097394.521
b'2023081808726A041A90131E',902998,94,-90,1714097394.559
b'2023081808726A041A90131E',902999,91,-90,1714097394.598
b'2023081808726A041A90131E',902998,90,-90,1714097394.634
b'2023081808726A041A90131E',902999,91,-88,1714097394.67
b'2023081808726A041A90131E',902998,91,-90,1714097394.706
b'2023081808726A041A90131E',902999,92,-89,1714097394.742
b'2023081808726A041A90131E',902998,88,-89,1714097394.78
b'2023081808726A041A90131E',902999,92,-88,1714097394.816
b'2023081808726A041A90131E',902998,91,-89,1714097394.852
b'2023081808726A041A90131E',902999,92,-88,1714097394.888
b'2023081808726A041A90131E',902998,94,-88,1714097394.925
b'2023081808726A041A90131E',902999,96,-89,1714097394.961
b'2023081808726A041A90131E',902998,94,-90,1714097394.996
b'2023081808726A041A90131E',902999,96,-88,1714097395.033
b'2023081808726A041A90131E',902998,96,-89,1714097395.071
b'2023081808726A041A90131E',902999,96,-88,1714097395.107
b'2023081808726A041A90131E',902998,99,-88,1714097395.144
b'2023081808726A041A90131E',902999,103,-89,1714097395.18
b'2023081808726A041A90131E',902998,101,-89,1714097395.216
b'2023081808726A041A90131E',902999,100,-88,1714097395.253
b'2023081808726A041A90131E',902998,104,-90,1714097395.288
b'2023081808726A041A90131E',902999,106,-89,1714097395.341
b'2023081808726A041A90131E',902998,103,-89,1714097395.379
b'2023081808726A041A90131E',902999,108,-89,1714097395.415
b'2023081808726A041A90131E',902998,112,-89,1714097395.451
b'2023081808726A041A90131E',902999,114,-88,1714097395.487
b'2023081808726A041A90131E',902998,114,-89,1714097395.522
b'2023081808726A041A90131E',902999,115,-89,1714097395.559
b'2023081808726A041A90131E',902998,119,-89,1714097395.594
b'2023081808726A041A90131E',902999,121,-89,1714097395.631
b'2023081808726A041A90131E',902998,122,-89,1714097395.668
b'2023081808726A041A90131E',902999,128,-89,1714097395.704
b'2023081808726A041A90131E',902998,125,-89,1714097395.739
b'2023081808726A041A90131E',902999,132,-89,1714097395.777
b'2023081808726A041A90131E',902998,131,-88,1714097395.813
b'2023081808726A041A90131E',902999,131,-90,1714097395.85
b'2023081808726A041A90131E',902998,136,-91,1714097395.884
b'2023081808726A041A90131E',902999,139,-91,1714097395.92
b'2023081808726A041A90131E',902998,142,-90,1714097395.959
b'2023081808726A041A90131E',902999,148,-90,1714097395.995
b'2023081808726A041A90131E',902998,153,-90,1714097396.031
b'2023081808726A041A90131E',902999,154,-91,1714097396.067
b'2023081808726A041A90131E',902998,156,-91,1714097396.104
b'2023081808726A041A90131E',902999,1,-90,1714097396.14
b'2023081808726A041A90131E',902998,3,-89,1714097396.176
b'2023081808726A041A90131E',902999,7,-90,1714097396.212
b'2023081808726A041A90131E',902998,11,-91,1714097396.25
b'2023081808726A041A90131E',902999,15,-90,1714097396.285
b'2023081808726A041A90131E',902998,21,-90,1714097396.323
b'2023081808726A041A90131E',902999,19,-90,1714097396.356
b'2023081808726A041A90131E',902998,13,-91,1714097396.391
b'2023081808726A041A90131E',902999,19,-92,1714097396.43
b'2023081808726A041A90131E',902998,18,-91,1714097396.465
b'2023081808726A041A90131E',902999,19,-90,1714097396.501
b'2023081808726A041A90131E',902998,20,-90,1714097396.539
b'2023081808726A041A90131E',902999,24,-92,1714097396.575
b'2023081808726A041A90131E',902998,31,-90,1714097396.597
b'2023081808726A041A90131E',902999,25,-91,1714097396.634
b'2023081808726A041A90131E',902998,26,-90,1714097396.67
b'2023081808726A041A90131E',902999,26,-90,1714097396.705
b'2023081808726A041A90131E',902998,27,-91,1714097396.742
b'2023081808726A041A90131E',902999,22,-91,1714097396.779
b'2023081808726A041A90131E',902998,23,-90,1714097396.816
b'2023081808726A041A90131E',902999,30,-91,1714097396.853
b'2023081808726A041A90131E',902998,31,-90,1714097396.888
b'2023081808726A041A90131E',902999,26,-91,1714097396.924
b'2023081808726A041A90131E',902998,29,-91,1714097396.96
b'2023081808726A041A90131E',902999,27,-92,1714097396.996
b'2023081808726A041A90131E',902998,30,-92,1714097397.034
b'2023081808726A041A90131E',902999,32,-91,1714097397.069
b'2023081808726A041A90131E',902998,35,-91,1714097397.107
b'2023081808726A041A90131E',902999,35,-92,1714097397.145
b'2023081808726A041A90131E',902998,37,-92,1714097397.179
b'2023081808726A041A90131E',902999,45,-90,1714097397.216
b'2023081808726A041A90131E',902998,42,-92,1714097397.254
b'2023081808726A041A90131E',902999,43,-92,1714097397.289
b'2023081808726A041A90131E',902998,37,-92,1714097397.325
b'2023081808726A041A90131E',902999,51,-91,1714097397.349
b'2023081808726A041A90131E',902998,54,-92,1714097397.384
b'2023081808726A041A90131E',902999,57,-90,1714097397.42
b'2023081808726A041A90131E',902998,60,-92,1714097397.457
b'2023081808726A041A90131E',902999,71,-92,1714097397.494
b'2023081808726A041A90131E',902998,67,-92,1714097397.529
b'2023081808726A041A90131E',902999,75,-92,1714097397.565
b'2023081808726A041A90131E',902998,75,-91,1714097397.601
b'2023081808726A041A90131E',902999,91,-94,1714097397.638
b'2023081808726A041A90131E',902998,97,-92,1714097397.675
b'2023081808726A041A9012D4',902999,94,-93,1714097399.19
b'2023081808726A041A9012D4',902998,93,-95,1714097399.216
b'2023081808726A041A9012D4',902999,88,-94,1714097399.253
b'2023081808726A041A9012D4',902998,76,-92,1714097399.29
b'2023081808726A041A9012D4',902999,61,-92,1714097399.325
b'2023081808726A041A9012D4',902998,52,-93,1714097399.362
b'2023081808726A041A9012D4',902999,42,-92,1714097399.39
b'2023081808726A041A9012D4',902998,29,-92,1714097399.425
b'2023081808726A041A9012D4',902999,21,-91,1714097399.463
b'2023081808726A041A9012D4',902998,20,-92,1714097399.498
b'2023081808726A041A9012D4',902999,13,-91,1714097399.534
b'2023081808726A041A9012D4',902998,161,-91,1714097399.579
b'2023081808726A041A9012D4',902999,161,-92,1714097399.612
b'2023081808726A041A9012D4',902998,152,-92,1714097399.629
b'2023081808726A041A9012D4',902999,152,-91,1714097399.667
b'2023081808726A041A9012D4',902998,136,-91,1714097399.703
b'2023081808726A041A9012D4',902999,142,-90,1714097399.738
b'2023081808726A041A9012D4',902998,124,-92,1714097399.774
b'2023081808726A041A9012D4',902999,129,-90,1714097399.812
b'2023081808726A041A9012D4',902998,122,-90,1714097399.849
b'2023081808726A041A9012D4',902999,117,-89,1714097399.885
b'2023081808726A041A9012D4',902998,114,-90,1714097399.921
b'2023081808726A041A9012D4',902999,107,-92,1714097399.958
b'2023081808726A041A9012D4',902998,111,-90,1714097399.995
b'2023081808726A041A9012D4',902999,96,-90,1714097400.032
b'2023081808726A041A9012D4',902998,98,-89,1714097400.068
b'2023081808726A041A9012D4',902999,94,-92,1714097400.105
b'2023081808726A041A9012D4',902998,81,-91,1714097400.143
b'2023081808726A041A9012D4',902999,87,-91,1714097400.178
b'2023081808726A041A9012D4',902998,72,-91,1714097400.213
b'2023081808726A041A9012D4',902999,78,-91,1714097400.25
b'2023081808726A041A9012D4',902998,66,-91,1714097400.286
b'2023081808726A041A9012D4',902999,64,-90,1714097400.324
b'2023081808726A041A9012D4',902998,59,-91,1714097400.359
b'2023081808726A041A9012D4',902999,57,-91,1714097400.4
b'2023081808726A041A9012D4',902998,51,-91,1714097400.438
b'2023081808726A041A9012D4',902999,50,-89,1714097400.474
b'2023081808726A041A9012D4',902998,41,-90,1714097400.509
b'2023081808726A041A9012D4',902999,34,-91,1714097400.546
b'2023081808726A041A9012D4',902998,28,-90,1714097400.582
b'2023081808726A041A9012D4',902999,25,-90,1714097400.618
b'2023081808726A041A9012D4',902998,19,-91,1714097400.655
b'000000E50017050000E0020000008034002023081808726A041A9012D433FBF6200000000000000000000000000000000000000000000000000000000000',0,0,0,1714097401.639
b'2023081808726A041A9012D4',902999,22,-91,1714097401.64
b'2023081808726A041A9012D4',902998,13,-92,1714097401.641
b'2023081808726A041A9012D4',902999,17,-93,1714097401.642
b'2023081808726A041A9012D4',902998,14,-92,1714097401.643
b'2023081808726A041A9012D4',902999,14,-92,1714097401.644
b'2023081808726A041A9012D4',902998,17,-93,1714097401.645
b'2023081808726A041A9012D4',902999,15,-91,1714097401.646
b'2023081808726A041A9012D4',902998,2,-93,1714097401.687
b'2023081808726A041A9012D4',902999,4,-92,1714097401.723
b'2023081808726A041A9012D4',902998,11,-92,1714097401.759
b'2023081808726A041A9012D4',902999,4,-92,1714097401.795
b'2023081808726A041A9012D4',902998,8,-93,1714097401.832
b'2023081808726A041A9012D4',902999,8,-92,1714097401.868
b'2023081808726A041A9012D4',902998,5,-92,1714097401.903
b'2023081808726A041A9012D4',902999,21,-91,1714097401.942
b'2023081808726A041A9012D4',902998,12,-94,1714097401.978
b'2023081808726A041A9012D4',902999,8,-93,1714097402.016
b'2023081808726A041A9012D4',902998,17,-91,1714097402.053
b'2023081808726A041A9012D4',902999,20,-93,1714097402.089
b'2023081808726A041A9012D4',902998,13,-94,1714097402.124
b'2023081808726A041A9012D4',902999,2,-93,1714097402.16
b'2023081808726A041A9012D4',902998,16,-93,1714097402.196
b'2023081808726A041A9012D4',902999,5,-93,1714097402.234
b'2023081808726A041A9012D4',902998,179,-92,1714097402.27
b'2023081808726A041A9012D4',902999,9,-94,1714097402.308
b'2023081808726A041A9012D4',902998,8,-94,1714097402.345
b'2023081808726A041A9012D4',902999,6,-93,1714097402.38
b'2023081808726A041A9012D4',902998,5,-94,1714097402.415
b'2023081808726A041A9012D4',902999,5,-94,1714097402.454
b'2023081808726A041A9012D4',902998,1,-92,1714097402.489
b'2023081808726A041A9012D4',902999,161,-93,1714097402.526
b'2023081808726A041A9012D4',902998,152,-93,1714097402.562
b'2023081808726A041A9012D4',902999,169,-92,1714097402.598
b'2023081808726A041A9012D4',902998,155,-93,1714097402.635
b'2023081808726A041A9012D4',902999,146,-94,1714097402.67
b'2023081808726A041A9012D4',902998,151,-92,1714097402.709
b'2023081808726A041A9012D4',902999,149,-94,1714097402.746
b'2023081808726A041A9012D4',902998,132,-94,1714097402.78
b'2023081808726A041A9012D4',902999,144,-94,1714097402.817
b'2023081808726A041A9012D4',902998,130,-92,1714097402.854
b'2023081808726A041A9012D4',902999,138,-93,1714097402.889
b'2023081808726A041A9012D4',902998,124,-93,1714097402.926
b'2023081808726A041A9012D4',902999,123,-91,1714097402.978
b'2023081808726A041A9012D4',902998,122,-92,1714097403.014
b'2023081808726A041A9012D4',902999,119,-92,1714097403.052
b'2023081808726A041A9012D4',902998,110,-91,1714097403.087
b'2023081808726A041A9012D4',902999,113,-92,1714097403.123
b'2023081808726A041A9012D4',902998,106,-91,1714097403.161
b'2023081808726A041A9012D4',902999,107,-92,1714097403.197
b'2023081808726A041A9012D4',902998,105,-91,1714097403.218
b'2023081808726A041A9012D4',902999,98,-92,1714097403.254
b'2023081808726A041A9012D4',902998,99,-92,1714097403.291
b'2023081808726A041A9012D4',902999,94,-91,1714097403.328
b'2023081808726A041A9012D4',902998,90,-90,1714097403.363
b'2023081808726A041A9012D4',902999,84,-92,1714097403.4
b'2023081808726A041A9012D4',902998,88,-93,1714097403.436
b'2023081808726A041A9012D4',902999,90,-91,1714097403.487
b'2023081808726A041A9012D4',902998,89,-93,1714097403.523
b'2023081808726A041A9012D4',902999,89,-91,1714097403.561
b'2023081808726A041A9012D4',902998,91,-91,1714097403.595
b'2023081808726A041A9012D4',902999,88,-92,1714097403.633
b'2023081808726A041A9012D4',902998,78,-91,1714097403.669
b'2023081808726A041A9012D4',902999,83,-90,1714097403.705
b'2023081808726A041A9012D4',902998,92,-91,1714097403.727
b'2023081808726A041A9012D4',902999,89,-92,1714097403.764
b'2023081808726A041A9012D4',902998,85,-91,1714097403.798
b'2023081808726A041A9012D4',902999,84,-94,1714097403.837
b'2023081808726A041A9012D4',902998,86,-90,1714097403.871
b'2023081808726A041A9012D4',902999,96,-94,1714097403.908
b'2023081808726A041A9012D4',902998,106,-92,1714097403.945
b'2023081808726A041A9012D4',902999,105,-92,1714097403.995
b'2023081808726A041A9012D4',902998,107,-93,1714097404.033
b'2023081808726A041A9012D4',902999,118,-91,1714097404.07
b'2023081808726A041A9012D4',902998,112,-92,1714097404.113
b'2023081808726A041A9012D4',902999,138,-93,1714097404.145
b'2023081808726A041A9012D4',902998,134,-95,1714097404.182
b'2023081808726A041A9012D4',902999,2,-95,1714097405.564
b'2023081808726A041A9012D4',902998,5,-95,1714097405.6
b'2023081808726A041A9012D4',902999,3,-94,1714097405.637
b'2023081808726A041A9012D4',902998,12,-93,1714097405.673
b'2023081808726A041A9012D4',902999,14,-95,1714097405.71
b'2023081808726A041A9012D4',902998,24,-92,1714097405.746
b'2023081808726A041A9012D4',902999,29,-93,1714097405.783
b'2023081808726A041A9012D4',902998,35,-91,1714097405.822
b'2023081808726A041A9012D4',902999,36,-92,1714097405.856
b'2023081808726A041A9012D4',902998,42,-91,1714097405.894
b'2023081808726A041A9012D4',902999,48,-92,1714097405.931
b'2023081808726A041A9012D4',902998,55,-91,1714097405.968
b'2023081808726A041A9012D4',902999,66,-91,1714097406.004
b'2023081808726A041A9012D4',902998,72,-92,1714097406.006
b'2023081808726A041A9012D4',902999,67,-91,1714097406.043
b'2023081808726A041A9012D4',902998,84,-92,1714097406.08
b'2023081808726A041A9012D4',902999,94,-90,1714097406.114
b'2023081808726A041A9012D4',902998,103,-91,1714097406.152
b'2023081808726A041A9012D4',902999,106,-90,1714097406.187
b'2023081808726A041A9012D4',902998,115,-90,1714097406.223
b'2023081808726A041A9012D4',902999,124,-90,1714097406.262
b'2023081808726A041A9012D4',902998,144,-90,1714097406.298
b'2023081808726A041A9012D4',902999,147,-91,1714097406.333
b'2023081808726A041A9012D4',902998,151,-90,1714097406.37
b'2023081808726A041A9012D4',902999,4,-92,1714097406.407
b'2023081808726A041A9012D4',902998,14,-92,1714097406.443
b'2023081808726A041A9012D4',902999,12,-91,1714097406.478
b'2023081808726A041A9012D4',902998,27,-90,1714097406.516
b'2023081808726A041A9012D4',902999,35,-91,1714097406.552
b'2023081808726A041A9012D4',902998,31,-92,1714097406.59
b'2023081808726A041A9012D4',902999,38,-91,1714097406.627
b'2023081808726A041A9012D4',902998,48,-90,1714097406.661
b'2023081808726A041A9012D4',902999,60,-91,1714097406.698
b'2023081808726A041A9012D4',902998,70,-91,1714097406.736
b'2023081808726A041A9012D4',902999,72,-92,1714097406.773
b'2023081808726A041A9012D4',902998,74,-91,1714097406.809
b'2023081808726A041A9012D4',902999,90,-92,1714097406.844
b'2023081808726A041A9012D4',902998,85,-91,1714097406.882
b'2023081808726A041A9012D4',902999,102,-90,1714097406.917
b'2023081808726A041A9012D4',902998,104,-92,1714097406.954
b'2023081808726A041A9012D4',902999,104,-90,1714097406.99
b'2023081808726A041A9012D4',902998,115,-91,1714097407.026
b'2023081808726A041A9012D4',902999,116,-92,1714097407.064
b'2023081808726A041A9012D4',902998,127,-91,1714097407.099
b'2023081808726A041A9012D4',902999,129,-92,1714097407.135
b'2023081808726A041A9012D4',902998,131,-91,1714097407.172
b'2023081808726A041A9012D4',902999,138,-93,1714097407.208
b'2023081808726A041A9012D4',902998,145,-92,1714097407.243
b'2023081808726A041A9012D4',902999,156,-92,1714097407.282
b'2023081808726A041A9012D4',902998,156,-92,1714097407.319
b'2023081808726A041A9012D4',902999,159,-95,1714097407.357
b'2023081808726A041A9012D4',902998,7,-92,1714097407.392
b'2023081808726A041A9012D4',902999,11,-92,1714097407.429
b'2023081808726A041A9012D4',902998,13,-92,1714097407.463
