x,y,z,Timestamp
0,0,0,1714097349342025049
0.010283679926109027,-0.019187109713521444,-0.01540003690804323,1714097350894711298
0.07430588473233506,-0.1540886116775133,-0.11933921538794265,1714097351616726037
0.13935353730807953,-0.2998003383394736,-0.23517715302038386,1714097352414778641
0.1856589369658076,-0.3896497599342199,-0.3357259187710452,1714097353250244735
0.21541461509180393,-0.4256667217776249,-0.3906452471752594,1714097354054742495
0.2416779339416824,-0.4667544051310313,-0.4212647950907703,1714097354847846505
0.23711828444308403,-0.46557387722831933,-0.42717342989898366,1714097355669024109
0.23711828444308403,-0.46557387722831933,-0.42717342989898366,1714097356462197963
0.23530341848589098,-0.45672440614420085,-0.4229005687693158,1714097357286163744
0.23530341848589098,-0.45672440614420085,-0.4229005687693158,1714097358096920098
0.23530341848589098,-0.45672440614420085,-0.4229005687693158,1714097358899505826
0.23530341848589098,-0.45672440614420085,-0.4229005687693158,1714097359717224941
0.23534582278436178,-0.4569463872543258,-0.42416500889699693,1714097360532173534
0.23534582278436178,-0.4569463872543258,-0.42416500889699693,1714097361355659628
0.22477621693261562,-0.4629741154101872,-0.45021677143507466,1714097362135174158
0.23807160611180556,-0.4669102957783551,-0.4288903317625328,1714097362961867908
0.23733812820757966,-0.46424772786014845,-0.42664039278690646,1714097363777821554
0.2363184648277561,-0.45842390274723366,-0.4271090820660226,1714097364593318428
0.19685394191068117,-0.3871480678412489,-0.3336684840752919,1714097365383802022
0.013369514356616347,-0.12502171251140326,-0.08285635718325435,1714097366194750667
-0.003680748948674928,-0.062697052178883,-0.03944209604449961,1714097366979926761
-0.004259006726325343,-0.05408594824380031,-0.0256879403647563,1714097367811879052
-0.004196965617925513,-0.06738983870381499,-0.0365639560954647,1714097368578885250
0.004469945235986719,-0.07346769673808251,-0.04369444411412099,1714097369412086812
0.004273955195507134,-0.06844424117908576,-0.042073701537560404,1714097370248510510
4.8620806076191125e-05,-0.050257699903731634,-0.03482641264023173,1714097371083293061
0.007780851814541745,-0.11379140790197817,-0.06861784784563729,1714097371950483842
0.012435099643744035,-0.10677705731598963,-0.06826646081609178,1714097372770142904
0.029356433708319807,-0.06531523731073352,-0.06549474320853887,1714097373435342227
0.0479588590572588,-0.06470104957639511,-0.07146020859794738,1714097374281133425
0.0836958099994507,-0.07644186034468636,-0.08235757785219061,1714097375115195091
0.1101551218041617,0.009952665901706181,-0.04386881037742574,1714097375966527070
0.17539515032781583,0.09438185974726987,0.004779866247643816,1714097376769896340
0.32896042645776225,0.18471682865051986,0.03958774756021238,1714097377530330663
0.49853706786103597,0.2969803077118436,0.08976012786721477,1714097378404374048
0.644054845668804,0.39746889648931827,0.15747689379680813,1714097379207375662
0.7727523200260489,0.5375930277326328,0.22474037016651727,1714097380021039412
0.9456176456947369,0.5994573050863862,0.2424046983226102,1714097380778448318
1.0720252308356721,0.6827835838578501,0.2912113086213265,1714097381584504984
1.1865862435022216,0.7714129705283653,0.3350290052841965,1714097382407894047
1.3421958792442006,0.8162798421927936,0.35855178393002674,1714097383251052119
1.481671409568393,0.9309229140955625,0.422472901121072,1714097384065946806
1.6449816076228392,1.0034204438331673,0.4823075002906998,1714097384827630087
1.8082033686845131,1.1079061585915926,0.5222320381029169,1714097385652111024
1.9544172457198483,1.1741000732990685,0.5809653632085057,1714097386441513055
2.0801069317744294,1.2814386189736195,0.629050542299971,1714097387180481441
2.1979207488843926,1.2846528077392543,0.6376529532878699,1714097387797109826
2.313049007554526,1.3087574747276904,0.6575443919565921,1714097388403391753
2.4167607335403227,1.3552984415157068,0.6959799724853135,1714097389013195971
2.549840739069811,1.4693241470368053,0.7608651824515766,1714097389630475398
2.7029851106613108,1.527038676163039,0.7908817418019287,1714097390237652169
2.8274273650369164,1.640144133473023,0.8484245848188162,1714097390789949825
2.8981905624234834,1.6994796793542841,0.8859720586969495,1714097391387586179
2.9185837695196364,1.7190584452590232,0.897235663468183,1714097392018130449
2.921312614091242,1.7116939064073917,0.8934069530485342,1714097392603436439
2.928119548124709,1.6994434496354027,0.8861352238507952,1714097393218135605
2.909647114518616,1.7046597995409427,0.88786239021267,1714097393808455865
2.9025978547651965,1.6870270377457819,0.8772670386226623,1714097394406213365
2.8940466006094097,1.6785418127131195,0.8743049385050254,1714097395046125969
2.8378805108780867,1.6343141300908344,0.845300085506016,1714097395641029875
2.816928418348544,1.5820593856843694,0.8193732938926751,1714097396241447166
2.784640580558553,1.5335148082977588,0.7813841395953047,1714097396829370395
2.6940914794616853,1.5236698820049774,0.7929996420331822,1714097397477490343
2.6051859398346617,1.4735308451834412,0.7823414424285624,1714097398105803936
2.539056403871105,1.4530190747302372,0.7477936264510208,1714097398712377165
2.4495315169709717,1.2744053315225812,0.6586928686780482,1714097399311208363
2.316653989647984,1.2943005867650936,0.6702852574936338,1714097399930511696
1.9778974775341573,1.146680192905278,0.575370408882154,1714097401983904977
1.9053470254526126,1.0902741489471954,0.5195678113721711,1714097402819645758
1.8171962600885572,0.9963780366055259,0.4895023111895376,1714097403595082945
1.7167105300363141,0.9828851123801596,0.48770497322828954,1714097404397317840
1.6732278385500106,0.8398121990398093,0.404721383730668,1714097405192036538
1.5487635683540195,0.8398021550326165,0.40813007713588456,1714097406054602892
1.4248910492296396,0.7802880198559431,0.3841856137502557,1714097406865708621
1.3314975680215924,0.6875635013086329,0.34139760783819456,1714097407685332683
1.1959647038746537,0.6026441247413125,0.3290884740131842,1714097408474427839
1.105308897876635,0.507016127137093,0.26378287658338395,1714097409238184036
0.9759776244496167,0.5110674519474743,0.2686032292832743,1714097410040653359
0.9497480530671307,0.3941880780008743,0.20246397372057123,1714097410888675702
0.8567063872099769,0.3283806819943601,0.17046238464442182,1714097411739978098
0.7094225307080428,0.24916112731993267,0.16132560914703287,1714097412496533306
0.6294532702431322,0.23242865786231193,0.10096458505808825,1714097413310060233
0.5077181030451606,0.07677807748763132,0.04773161967707368,1714097414102142576
0.3822882541816228,0.07488090195073527,0.048771781977123646,1714097414912092107
0.3124293785636047,-0.06860792807387694,-0.043733100558191906,1714097415741374815
0.17232911429220243,-0.11802394342644362,-0.06675506275136273,1714097416533657888
0.06691382697262016,-0.19561898622401808,-0.09766988642294344,1714097417333091585
0.021661331895396846,-0.2101150662810516,-0.11275206222693296,1714097418136883148
-0.01064143440261478,-0.26799240518390355,-0.1417085134525577,1714097418936991116
