x,y,z,Timestamp
0,0,0,1714097349341194424
-0.010283679926109027,0.019187109713521444,0.01540003690804323,1714097350894193329
-0.06402220480622603,0.13490150196399187,0.10393917847989942,1714097351616529683
-0.06504765257574449,0.1457117266619603,0.11583793763244121,1714097352414524371
-0.046305399657728064,0.08984942159474629,0.1005487657506613,1714097353250052808
-0.029755678125996332,0.03601696184340497,0.05491932840421421,1714097354054560412
-0.02626331884987848,0.0410876833534064,0.030619547915510914,1714097354847647703
0.004559649498598384,-0.0011805279027119475,0.005908634808213353,1714097355668806088
0.0,0.0,0.0,1714097356462039161
0.0018148659571930459,-0.008849471084118488,-0.004272861129667849,1714097357285963587
0.0,0.0,0.0,1714097358096748014
0.0,0.0,0.0,1714097358899337962
0.0,0.0,0.0,1714097359717047857
-4.240429847079952e-05,0.00022198111012494692,0.0012644401276811212,1714097360531972076
0.0,0.0,0.0,1714097361355207284
0.010569605851746156,0.006027728155861389,0.026051762538077727,1714097362134396242
-0.013295389179189931,0.003936180368167896,-0.021326439672541886,1714097362961688846
0.0007334779042258988,-0.0026625679182066264,-0.002249938975626309,1714097363777656710
0.0010196633798235655,-0.005823825112914793,0.0004686892791161412,1714097364593119730
0.03946452291707492,-0.07127583490598477,-0.09344059799073068,1714097365383156813
0.18348442755406483,-0.26212635532984563,-0.2508121268920376,1714097366194577490
0.017050263305291274,-0.062324660332520265,-0.04341426113875474,1714097366979763844
0.000578257777650415,-0.008611103935082687,-0.013754155679743307,1714097367811712385
-6.204110839982957e-05,0.013303890460014678,0.0108760157307084,1714097368578207125
-0.008666910853912232,0.006077858034267525,0.007130488018656289,1714097369411929312
0.00019599004047958501,-0.005023455558996748,-0.0016207425765605854,1714097370247758687
0.004225334389430943,-0.01818654127535413,-0.007247288897328674,1714097371083120093
-0.007732231008465554,0.06353370799824654,0.03379143520540556,1714097371950318686
-0.00465424782920229,-0.007014350585988538,-0.0003513870295455135,1714097372769957956
-0.01692133406457577,-0.04146182000525611,-0.0027717176075529038,1714097373434882383
-0.018602425348938995,-0.0006141877343384117,0.005965465389408509,1714097374280944779
-0.0357369509421919,0.011740810768291254,0.010897369254243228,1714097375114385560
-0.026459311804711005,-0.08639452624639254,-0.03848876747476487,1714097375966338112
-0.06524002852365413,-0.08442919384556369,-0.048648676625069553,1714097376769701445
-0.15356527612994642,-0.09033496890324999,-0.03480788131256857,1714097377529872851
-0.16957664140327372,-0.11226347906132372,-0.050172380307002384,1714097378404084465
